Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Garrett Atkins 1B,157,602,117,198,48,1,29,120,335,79,76,4,.329,.409,.556,.965,4.7
Matt Holliday LF,155,602,119,196,45,5,34,114,353,47,110,10,.326,.387,.586,.973,3.2
Todd Helton 1B,145,546,94,165,40,5,15,81,260,91,64,3,.302,.404,.476,.880,2.0
Brad Hawpe 1B,150,499,67,146,33,6,22,84,257,74,123,5,.293,.383,.515,.898,2.8
Clint Barmes SS,131,478,57,105,26,4,7,56,160,22,72,5,.220,.264,.335,.598,1.0
Jamey Carroll 3B,136,463,84,139,23,5,5,36,187,56,66,10,.300,.377,.404,.781,3.1
Cory Sullivan CF,126,386,47,103,26,10,2,30,155,32,100,10,.267,.321,.402,.722,0.1
Yorvit Torrealba C,65,223,23,55,16,3,7,43,98,11,49,4,.247,.293,.439,.732,0.5
Choo Freeman CF,88,173,24,41,6,3,2,18,59,14,42,5,.237,.298,.341,.639,-1.2
Ryan Spilborghs RF,67,167,26,48,6,3,4,21,72,14,30,5,.287,.337,.431,.768,0.0
Luis Gonzalez 2B,61,149,7,36,9,1,2,14,53,4,27,1,.242,.269,.356,.625,-0.6
Kazuo Matsui 2B *,32,113,22,39,6,3,2,19,57,10,27,8,.345,.392,.504,.896,0.5
Danny Ardoin C *,35,109,12,21,5,1,0,2,28,8,27,0,.193,.261,.257,.517,-0.5
Jason Smith 2B,49,99,9,26,1,0,5,13,42,7,29,3,.263,.324,.424,.748,0.0
JD Closser C,32,97,10,19,3,1,2,11,30,12,23,0,.196,.288,.309,.598,-0.2
Troy Tulowitzki SS,25,96,15,23,2,0,1,6,28,10,25,3,.240,.318,.292,.609,-0.4
Chris Iannetta C,21,77,12,20,4,0,2,10,30,13,17,0,.260,.370,.390,.759,0.0
Miguel Ojeda C *,25,74,5,17,3,0,2,11,26,8,16,0,.230,.305,.351,.656,-0.5
Jason Jennings RP,32,62,3,8,1,0,0,2,9,3,12,0,.129,.169,.145,.314,-0.2
Jeff Francis RP,32,61,3,7,0,0,0,6,7,8,20,0,.115,.211,.115,.326,0.1
Eli Marrero LF *,30,60,7,13,3,0,4,10,28,11,16,3,.217,.347,.467,.814,0.5
Jorge Piedra OF,43,59,4,10,2,0,3,10,21,3,22,1,.169,.222,.356,.578,-0.7
Aaron Cook SP,32,58,1,3,0,0,0,0,3,4,21,0,.052,.113,.052,.165,-0.5
Jeff G Baker 1B,18,57,13,21,7,2,5,21,47,1,14,2,.368,.379,.825,1.204,0.5
Jeff Salazar LF,19,53,13,15,4,0,1,8,22,11,16,2,.283,.409,.415,.824,0.2
Josh Fogg RP,33,51,5,5,1,0,0,2,6,3,20,0,.098,.164,.118,.281,-0.1
Byung-Hyun Kim RP,27,50,4,8,1,0,0,4,9,1,15,0,.160,.176,.180,.356,-0.2
Omar Quintanilla SS,11,34,3,6,1,1,0,3,9,3,9,1,.176,.243,.265,.508,0.0
Vinny Castilla 3B *,15,21,2,4,0,0,1,4,7,0,3,0,.190,.227,.333,.561,-0.2
Ryan Shealy 1B *,5,9,2,2,2,0,0,1,4,0,4,0,.222,.222,.444,.667,0.0
Alvin Colina C,2,5,0,1,0,0,0,1,1,0,1,0,.200,.200,.200,.400,-0.1
Zach Day SP *,3,5,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Tom Martin RP,68,4,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Ramon Ramirez RP,61,4,0,2,0,0,0,0,2,0,2,0,.500,.500,.500,1.000,0.1
Justin Hampson RP,5,3,2,0,0,0,0,0,0,1,1,0,.000,.250,.000,.250,0.0
Miguel Asencio RP,3,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Ubaldo Jimenez SP,2,3,1,1,0,0,0,0,1,0,1,0,.333,.333,.333,.667,0.1
Sun-Woo Kim RP *,6,1,0,1,1,0,0,0,2,0,0,0,1.000,1.000,2.000,3.000,0.1
Jeremy Affeldt RP *,27,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jose Mesa RP,79,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Dohmann RP *,27,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Juan Morillo RP,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Denny Bautista SP *,4,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Ray King RP,67,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Mike DeJean RP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
David Cortes RP,30,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Mike Venafro RP,7,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Nate Field RP,14,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Manny Corpas RP,35,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brian Fuentes RP,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5562,813,1504,325,54,157,761,2408,561,1108,85,.270,.341,.433,.774,
