Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Jay Payton LF,157,600,93,181,32,5,28,89,307,43,77,6,.302,.354,.512,.865,1.8
Preston Wilson RF,155,600,94,169,43,1,36,141,322,54,139,14,.282,.343,.537,.880,2.4
Todd Helton 1B,160,583,135,209,49,5,33,117,367,111,72,0,.358,.458,.630,1.088,6.1
Larry Walker RF,143,454,86,129,25,7,16,79,216,98,87,7,.284,.422,.476,.898,4.2
Ronnie Belliard 2B,116,447,73,124,31,2,8,50,183,49,71,7,.277,.351,.409,.760,1.0
Chris Stynes 3B,138,443,71,113,31,3,11,73,183,48,76,3,.255,.335,.413,.748,2.2
Charles Johnson C,108,356,49,82,20,0,20,61,162,49,84,1,.230,.320,.455,.775,0.6
Juan Uribe 3B,87,316,45,80,19,3,10,33,135,17,60,7,.253,.297,.427,.724,1.1
Jose Hernandez 1B *,69,257,33,61,6,1,8,27,93,27,95,1,.237,.308,.362,.670,-1.1
Greg Norton LF,114,179,19,47,15,0,6,31,80,16,47,2,.263,.325,.447,.772,0.4
Bobby Estalella C,46,140,17,28,7,0,7,21,56,19,55,2,.200,.294,.400,.694,0.5
Rene Reyes CF,53,116,13,30,7,1,2,7,45,5,19,2,.259,.287,.388,.675,0.0
Mark Bellhorn 3B *,48,110,12,26,3,0,0,4,29,21,32,2,.236,.368,.264,.632,-0.2
Mark Sweeney 1B,67,97,13,25,9,0,2,14,40,9,27,0,.258,.321,.412,.733,-0.2
Brent Butler 2B,37,90,13,19,3,1,1,4,27,7,13,1,.211,.276,.300,.576,-0.2
Tony Womack 2B *,21,79,9,15,2,0,0,5,17,0,9,3,.190,.200,.215,.415,-0.7
Garrett Atkins 1B,25,69,6,11,2,0,0,4,13,3,14,0,.159,.205,.188,.394,-1.2
Gabe Kapler LF *,39,67,10,15,2,0,0,4,17,8,18,2,.224,.307,.254,.560,0.0
Darren Oliver RP,35,67,6,17,3,0,1,8,23,3,17,0,.254,.296,.343,.639,0.6
Jason Jennings RP,33,54,3,12,3,0,0,3,15,5,16,0,.222,.283,.278,.561,0.5
Gregg Zaun C *,15,46,6,12,1,0,3,8,22,5,7,0,.261,.333,.478,.812,0.0
Shawn Chacon SP,23,46,4,9,2,0,1,5,14,0,16,0,.196,.196,.304,.500,0.2
Pablo Ozuna 2B,17,40,5,8,1,0,0,2,9,2,6,3,.200,.273,.225,.498,-0.1
Greg Vaughn LF,22,37,8,7,3,0,3,5,19,8,13,0,.189,.326,.514,.840,-0.1
Aaron Cook SP,43,29,3,5,0,0,0,3,5,2,10,0,.172,.226,.172,.398,0.0
Chris Richard 1B,19,27,3,6,1,1,1,3,12,3,6,0,.222,.300,.444,.744,-0.2
Clint Barmes SS,12,25,2,8,2,0,0,2,10,0,10,0,.320,.357,.400,.757,-0.2
Denny Stark SP,17,22,1,0,0,0,0,4,0,4,6,0,.000,.148,.000,.148,-0.1
Kit Pellow RF,11,18,6,8,3,1,1,4,16,0,4,0,.444,.476,.889,1.365,0.4
Jose Jimenez P,63,17,3,3,0,0,0,0,3,0,10,0,.176,.176,.176,.353,-0.1
Scott Elarton SP,11,14,2,1,0,0,0,0,1,2,4,0,.071,.188,.071,.259,0.0
Chin-Hui Tsao RP,9,13,2,2,1,0,0,0,3,0,1,0,.154,.154,.231,.385,0.2
Nelson Cruz RP,20,13,1,2,1,0,0,1,3,0,2,0,.154,.154,.231,.385,0.1
Denny Neagle SP,7,11,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,.000,-0.2
Jason Young SP,8,7,1,2,1,0,0,0,3,1,1,0,.286,.375,.429,.804,0.1
Mandy Romero C,3,7,2,3,1,0,0,0,4,0,1,0,.429,.556,.571,1.127,0.1
Cory Vance RP,9,7,2,2,1,0,0,0,3,0,1,0,.286,.286,.429,.714,0.1
Javier Lopez RP,75,5,1,1,0,0,0,1,1,0,1,0,.200,.200,.200,.400,0.1
Luke Allen OF,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
Ben Petrick LF *,3,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.1
Todd Jones RP *,33,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,-0.1
Adam Bernero RP *,31,2,1,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.1
Justin Speier RP,72,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brian Fuentes RP,75,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Matt Miller RP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Joe Roa RP *,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Dan Miceli RP *,14,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Steve Reed RP,67,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,0.0
Vic Darensbourg RP *,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jesus Sanchez SP,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5518,853,1472,330,31,198,814,2458,619,1134,63,.267,.344,.445,.790,
