Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Carlos Gonzalez RF,145,587,111,197,34,9,34,117,351,40,135,26,.336,.376,.598,.974,5.8
Troy Tulowitzki SS,122,470,89,148,32,3,27,95,267,48,78,11,.315,.381,.568,.949,6.5
Dexter Fowler RF,132,439,73,114,20,14,6,36,180,57,104,13,.260,.347,.410,.757,1.6
Todd Helton 1B,118,398,48,102,18,1,8,37,146,67,90,0,.256,.362,.367,.728,0.1
Miguel Olivo C,112,394,55,106,17,6,14,58,177,27,117,7,.269,.315,.449,.765,2.3
Clint Barmes SS,133,387,43,91,21,0,8,50,136,35,66,3,.235,.305,.351,.656,1.0
Ian Stewart 3B,121,386,54,99,14,2,18,61,171,45,110,5,.256,.338,.443,.781,2.0
Seth Smith RF,133,358,55,88,19,5,17,52,168,35,67,2,.246,.314,.469,.783,0.3
Ryan Spilborghs RF,134,341,41,95,20,2,10,39,149,39,83,4,.279,.360,.437,.797,-0.4
Melvin Mora 3B,113,316,39,90,12,5,7,45,133,31,53,2,.285,.358,.421,.779,-0.1
Brad Hawpe 1B *,88,259,24,66,21,2,7,37,112,36,68,2,.255,.343,.432,.776,-0.5
Jonathan Herrera 2B,76,222,34,63,6,2,1,21,76,25,36,2,.284,.352,.342,.694,0.9
Chris Iannetta C,61,188,20,37,6,1,9,27,72,30,48,1,.197,.318,.383,.701,-0.3
Jason Giambi DH,87,176,17,43,9,0,6,35,70,35,47,2,.244,.378,.398,.776,-0.3
Eric Young Jr. LF,51,172,26,42,5,1,0,8,49,17,32,17,.244,.312,.285,.597,-0.2
Ubaldo Jimenez SP,33,77,5,8,0,0,0,4,8,2,18,0,.104,.127,.104,.230,-0.2
Jason Hammel SP,30,57,3,6,1,0,0,2,7,1,29,0,.105,.121,.123,.243,-0.4
Jorge De La Rosa RP,20,41,3,7,2,0,0,4,9,0,15,0,.171,.171,.220,.390,-0.2
Jhoulys Chacin SP,28,40,0,3,0,0,0,1,3,1,9,0,.075,.098,.075,.173,-0.4
Aaron Cook SP,28,40,5,6,2,0,0,1,8,0,17,0,.150,.150,.200,.350,-0.1
Jay Payton LF,20,35,3,12,4,1,0,1,18,1,4,1,.343,.361,.514,.875,0.2
Chris Nelson 3B,17,25,7,7,1,0,0,0,8,1,4,1,.280,.308,.320,.628,-0.3
Brad Eldred 1B,11,24,4,6,1,0,1,3,10,2,10,0,.250,.333,.417,.750,0.0
Paul Phillips C,12,23,4,5,0,0,0,1,5,2,7,0,.217,.280,.217,.497,-0.1
Jeff Francis RP,20,22,2,2,0,0,0,1,2,4,6,0,.091,.222,.091,.313,0.0
Esmil Rogers RP,33,18,2,3,2,0,0,1,5,0,7,0,.167,.167,.278,.444,0.1
Greg Smith SP,10,13,2,4,2,0,0,2,6,0,1,0,.308,.308,.462,.769,0.2
Michael McKenry C,6,8,0,0,0,0,0,0,0,1,5,0,.000,.111,.000,.111,-0.2
Manny Corpas RP,56,5,0,0,0,0,0,0,0,2,3,0,.000,.286,.000,.286,0.0
Matt Belisle RP,76,4,0,1,1,0,0,2,2,0,2,0,.250,.400,.500,.900,0.1
Taylor Buchholz RP *,7,1,0,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,0.1
Joe Ronald Beimel RP,71,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Huston Street RP,44,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Manny Delcarmen RP *,9,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Juan Rincon RP,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Franklin Morales RP,35,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Edgmer Escalona SP,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Matt Reynolds RP,21,0,1,0,0,0,0,0,0,1,0,0,.000,1.000,.000,1.000,0.0
Rafael Betancourt RP,72,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Octavio Dotel RP *,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Randy Flores RP *,47,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Matt Daley RP,28,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Samuel Deduno RP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5530,770,1452,270,54,173,741,2349,585,1274,99,.263,.336,.425,.760,
