Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Vinny Castilla 3B,148,583,93,158,43,3,35,131,312,51,113,0,.271,.332,.535,.867,2.9
Royce Clayton SS,146,574,95,160,36,4,8,54,228,48,125,10,.279,.338,.397,.735,0.9
Todd Helton 1B,154,547,115,190,49,2,32,96,339,127,72,3,.347,.469,.620,1.088,8.1
Jeromy Burnitz RF,150,540,94,153,30,4,37,110,302,58,124,5,.283,.356,.559,.916,1.1
Aaron Miles 2B,134,522,75,153,15,3,6,47,192,29,53,12,.293,.329,.368,.697,0.9
Matt Holliday LF,121,400,65,116,31,3,14,57,195,31,86,3,.290,.349,.488,.837,0.3
Luis Gonzalez 2B,102,322,42,94,17,2,12,40,151,15,67,1,.292,.330,.469,.799,0.4
Charles Johnson C,109,305,42,72,20,0,13,47,131,49,91,2,.236,.350,.430,.780,1.2
Preston Wilson RF,58,202,24,50,11,0,6,29,79,17,49,2,.248,.315,.391,.706,-1.2
Todd Greene C,75,195,23,55,14,0,10,35,99,13,38,0,.282,.325,.508,.833,0.0
Mark Sweeney 1B,122,177,25,47,12,2,9,40,90,32,51,1,.266,.377,.508,.885,0.8
Kit Pellow RF,59,121,15,29,5,1,2,10,42,8,43,1,.240,.308,.347,.655,-0.7
JD Closser C,36,113,5,36,6,0,1,10,45,6,22,0,.319,.364,.398,.762,0.2
Larry Walker RF *,38,108,22,35,9,3,6,20,68,25,23,2,.324,.464,.630,1.093,1.8
Brad Hawpe 1B,42,105,12,26,3,2,3,9,42,11,34,1,.248,.322,.400,.722,-0.7
Denny Hocking SS,55,94,7,19,2,0,0,4,21,7,20,0,.202,.257,.223,.481,-1.2
Jorge Piedra OF,38,91,15,27,8,0,3,10,44,5,19,0,.297,.340,.484,.824,-0.2
Choo Freeman CF,45,90,15,17,3,2,1,11,27,14,21,1,.189,.298,.300,.598,-0.6
Shawn Estes SP,36,72,13,17,3,1,0,2,22,1,11,0,.236,.247,.306,.552,0.6
Clint Barmes SS,20,71,14,20,3,1,2,10,31,3,10,0,.282,.320,.437,.757,0.3
Jason Jennings RP,37,71,3,17,4,0,1,6,24,2,16,0,.239,.260,.338,.598,0.7
Rene Reyes CF,28,61,5,9,2,0,0,1,11,5,17,0,.148,.212,.180,.392,-0.7
Joe Kennedy SP,27,48,2,6,1,1,0,4,9,2,14,0,.125,.160,.188,.348,-0.2
Aaron Cook SP,16,34,1,4,0,0,0,1,4,1,10,0,.118,.143,.118,.261,-0.2
Garrett Atkins 1B,15,28,3,10,2,0,1,8,15,4,3,0,.357,.424,.536,.960,0.3
Jeff Fassero RP *,40,21,3,4,0,0,0,1,4,1,9,0,.190,.227,.190,.418,0.0
Jamey Wright RP,14,19,1,1,1,0,0,0,2,0,12,0,.053,.053,.105,.158,-0.3
Andy Tracy 1B,15,16,1,3,1,0,0,1,4,1,8,0,.188,.235,.250,.485,-0.2
Jeff Francis RP,7,10,1,0,0,0,0,0,0,0,4,0,.000,.000,.000,.000,-0.2
Scott Elarton SP *,8,9,1,2,0,0,0,0,2,1,2,0,.222,.300,.222,.522,0.1
Denny Stark SP,6,8,0,0,0,0,0,0,0,1,3,0,.000,.111,.000,.111,-0.1
Adam Bernero RP,16,5,1,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Tim Harikkala RP,55,3,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Steve Reed RP,65,2,0,1,0,0,0,0,1,0,1,0,.500,.500,.500,1.000,0.0
Javier Lopez RP,64,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
Turk Wendell RP,12,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
Jason Young SP,2,2,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-0.1
Scott Dohmann RP,41,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0.0
Allan Simpson P,32,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Travis Driskill RP,5,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Chris Gissell RP,5,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Kevin Jarvis RP *,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Marc Kroon RP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Shawn Chacon SP,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Chin-Hui Tsao RP,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Vladimir Nunez RP,22,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brian Fuentes RP,47,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5577,833,1531,331,34,202,795,2536,568,1181,44,.275,.345,.455,.800,
