Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Nolan Arenado 3B,160,618,116,182,35,6,41,133,352,68,103,2,.294,.362,.570,.932,6.5
Carlos Gonzalez RF,150,584,87,174,42,2,25,100,295,46,129,2,.298,.350,.505,.855,2.2
Charlie Blackmon RF,143,578,111,187,35,5,29,82,319,43,102,17,.324,.381,.552,.933,4.4
DJ LeMahieu 2B,146,552,104,192,32,8,11,66,273,66,80,11,.348,.416,.495,.911,5.2
Mark Reynolds 1B,118,393,61,111,24,0,14,53,177,42,112,1,.282,.356,.450,.806,1.5
Trevor Story SS,97,372,67,101,21,4,27,72,211,35,130,8,.272,.341,.567,.909,3.1
Gerardo Parra CF,102,368,45,93,27,3,7,39,147,9,73,6,.253,.271,.399,.671,-2.8
Nick Hundley C,83,289,30,75,20,1,10,48,127,25,65,0,.260,.320,.439,.759,0.1
Daniel Descalso 2B,99,250,38,66,12,2,8,38,106,34,56,3,.264,.349,.424,.773,0.6
Cristhian Adames SS,121,225,25,49,7,3,2,17,68,24,47,2,.218,.304,.302,.607,-0.4
Ryan Raburn LF,113,223,30,49,10,2,9,30,90,28,80,0,.220,.309,.404,.712,-0.6
David Dahl LF,63,222,42,70,12,4,7,24,111,15,59,5,.315,.359,.500,.859,1.0
Tony Wolters C,71,205,27,53,15,2,3,30,81,21,53,4,.259,.327,.395,.723,1.0
Brandon Barnes LF,48,100,10,22,6,2,0,8,32,3,30,1,.220,.250,.320,.570,0.1
Ben Paulsen 1B,39,92,8,20,5,0,1,11,28,5,27,0,.217,.258,.304,.562,-1.2
Dustin Garneau C,24,68,7,16,6,0,1,6,25,6,22,0,.235,.293,.368,.661,0.1
Stephen Cardullo 2B,27,56,5,12,3,1,2,6,23,3,12,0,.214,.254,.411,.665,-0.3
Tyler Chatwood RP,27,53,3,10,0,1,0,4,12,2,14,0,.189,.218,.226,.445,0.1
Chad Bettis RP,32,49,2,2,0,0,0,2,2,4,21,0,.041,.113,.041,.154,-0.4
Jon Gray SP,29,47,2,7,2,0,0,4,9,2,30,0,.149,.184,.191,.375,0.0
Tom Murphy C,21,44,8,12,2,0,5,13,29,4,19,1,.273,.347,.659,1.006,0.6
Jorge De La Rosa RP,27,38,4,7,0,0,0,6,7,2,14,0,.184,.244,.184,.428,0.1
Raimel Tapia LF,22,38,4,10,0,0,0,3,10,2,11,3,.263,.293,.263,.556,-0.1
Tyler Anderson SP,20,35,1,4,0,0,1,3,7,4,11,0,.114,.205,.200,.405,0.0
Chris Rusin RP,29,29,2,5,0,1,0,3,7,0,6,0,.172,.172,.241,.414,0.1
Pat Valaika 3B,13,19,3,5,1,0,1,2,9,0,8,0,.263,.263,.474,.737,0.0
Jordan Patterson 1B,10,18,1,8,1,0,0,2,9,1,1,0,.444,.474,.500,.974,0.1
Eddie Butler RP,17,15,0,1,0,0,0,0,1,0,2,0,.067,.067,.067,.133,-0.2
Jordan Lyles SP,40,8,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,.000,-0.1
Jeff Hoffman SP,8,8,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
German Marquez SP,6,6,1,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Rafael Ynoa LF,3,5,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.2
Gonzalez Germen RP,40,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Christian Bergman SP,15,3,1,1,0,0,0,0,1,0,0,0,.333,.333,.333,.667,0.1
Justin Miller RP,40,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Jason Motte RP,30,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Adam Ottavino RP,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Chad Qualls RP,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Yohan Flande RP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Boone Logan RP,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
David Hale RP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Miguel Castro RP,19,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jake McGee RP,57,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Oberg RP,24,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Carlos Estevez RP,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Matt Carasiti RP,19,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jason Gurka RP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5614,845,1544,318,47,204,805,2568,494,1330,66,.275,.336,.457,.794,
