Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Garrett Atkins 1B,155,611,86,175,32,3,21,99,276,40,100,1,.286,.328,.452,.780,-0.5
Matt Holliday LF,139,539,107,173,38,2,25,88,290,74,104,28,.321,.409,.538,.947,5.6
Brad Hawpe 1B,138,488,69,138,24,3,25,85,243,76,134,2,.283,.381,.498,.879,-0.2
Willy Taveras CF,133,479,64,120,15,2,1,26,142,36,79,68,.251,.308,.296,.604,-0.2
Clint Barmes SS,107,393,47,114,25,6,11,44,184,17,69,13,.290,.322,.468,.790,2.2
Troy Tulowitzki SS,101,377,48,99,24,2,8,46,151,38,56,1,.263,.332,.401,.732,0.6
Chris Iannetta C,104,333,50,88,22,2,18,65,168,56,92,0,.264,.390,.505,.895,3.0
Jeff G Baker 1B,104,299,55,80,22,1,12,48,140,26,85,4,.268,.322,.468,.791,0.2
Todd Helton 1B,83,299,39,79,16,0,7,29,116,61,50,0,.264,.391,.388,.779,0.9
Ian Stewart 3B,81,266,33,69,18,2,10,41,121,30,94,1,.259,.349,.455,.804,1.3
Yorvit Torrealba C,70,236,19,58,17,0,6,31,93,12,44,0,.246,.293,.394,.687,-0.6
Ryan Spilborghs RF,89,233,38,73,14,2,6,36,109,38,41,7,.313,.407,.468,.875,0.0
Omar Quintanilla SS,81,210,28,50,17,0,2,15,73,15,46,0,.238,.288,.348,.635,0.5
Scott Podsednik LF,93,162,22,41,8,1,1,15,54,16,28,12,.253,.322,.333,.656,0.0
Seth Smith RF,67,108,13,28,7,0,4,15,47,15,23,1,.259,.350,.435,.785,-0.4
Ubaldo Jimenez SP,34,67,1,3,0,0,0,0,3,3,28,0,.045,.086,.045,.130,-0.6
Jonathan Herrera 2B,28,61,5,14,1,1,0,3,17,4,10,1,.230,.277,.279,.556,0.4
Aaron Cook SP,37,60,1,14,1,0,0,4,15,2,21,0,.233,.258,.250,.508,0.2
Jayson Nix SS,22,56,2,7,2,0,0,2,9,7,17,1,.125,.234,.161,.395,-0.4
Jorge De La Rosa RP,28,40,2,6,0,0,0,6,6,0,14,0,.150,.146,.150,.296,-0.2
Jeff Francis RP,25,39,1,5,1,0,0,1,6,0,11,0,.128,.128,.154,.282,-0.2
Joe Koshansky 1B,18,38,5,8,3,0,3,8,20,1,17,0,.211,.250,.526,.776,0.1
Dexter Fowler RF,13,26,3,4,0,0,0,0,4,0,5,0,.154,.185,.154,.339,-0.3
Cory Sullivan CF,18,23,3,5,0,1,0,4,7,0,5,1,.217,.250,.304,.554,-0.4
Glendon Rusch RP *,24,17,0,1,0,0,0,0,1,0,2,0,.059,.059,.059,.118,-0.2
Livan Hernandez RP *,8,17,1,4,0,0,0,1,4,0,1,0,.235,.235,.235,.471,0.0
Greg Reynolds SP,14,15,1,3,2,0,0,0,5,1,5,0,.200,.250,.333,.583,0.1
Mark Redman SP,10,12,0,0,0,0,0,0,0,0,6,0,.000,.000,.000,.000,-0.3
Franklin Morales RP,5,10,1,1,0,0,0,0,1,0,2,0,.100,.100,.100,.200,-0.1
Adam Melhuse C *,7,10,2,1,1,0,0,1,2,0,4,0,.100,.100,.200,.300,-0.1
Kip Wells SP *,15,5,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Jason Hirsh SP,4,4,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
Doug Bernier 2B,2,4,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,-0.1
Matt Herges RP,58,3,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Edwin Bellorin C,3,3,0,1,0,0,0,0,1,0,0,0,.333,.333,.333,.667,0.0
Valerio De Los Santos RP,2,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
Ryan Speier RP,43,3,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Jason Grilli RP *,51,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
Luis Vizcaino RP,43,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Jose Capellan SP,1,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Alberto Arias RP *,12,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Manny Corpas RP,76,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Steven Register RP,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Micah Bowie RP,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Taylor Buchholz RP,63,0,0,0,0,0,0,1,0,1,0,0,.000,1.000,.000,1.000,0.0
Juan Morillo RP,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Josh Newman RP *,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Cedrick Bowers RP,5,0,1,0,0,0,0,0,0,1,0,0,.000,1.000,.000,1.000,0.1
Brian Fuentes RP,67,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5557,747,1462,310,28,160,714,2308,570,1209,141,.263,.336,.415,.751,
