Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Corey Patterson LF,157,631,91,168,33,6,24,72,285,45,168,32,.266,.320,.452,.771,2.7
Derrek Lee 1B,161,605,90,168,39,1,32,98,305,68,128,12,.278,.356,.504,.860,2.4
Moises Alou LF,155,601,106,176,36,3,39,106,335,68,80,3,.293,.361,.557,.919,3.7
Aramis Ramirez 3B,145,547,99,174,32,1,36,103,316,49,62,0,.318,.373,.578,.951,4.1
Sammy Sosa DH,126,478,69,121,21,0,35,80,247,56,133,0,.253,.332,.517,.849,1.0
Michael Barrett C,134,456,55,131,32,6,16,65,223,33,64,1,.287,.337,.489,.826,1.3
Todd Walker 1B,129,372,60,102,19,4,15,50,174,43,52,0,.274,.352,.468,.820,0.5
Ramon Martinez SS,102,260,22,64,15,1,3,30,90,26,40,1,.246,.313,.346,.659,-0.2
Mark Grudzielanek 2B,81,257,32,79,12,1,6,23,111,15,32,1,.307,.347,.432,.779,0.6
Jose Macias 3B,98,194,23,52,6,3,3,22,73,5,38,4,.268,.292,.376,.668,-0.3
Nomar Garciaparra 1B *,43,165,28,49,14,0,4,20,75,16,14,2,.297,.364,.455,.819,1.2
Todd Hollandsworth LF,57,148,28,47,6,2,8,22,81,17,26,1,.318,.392,.547,.939,1.1
Paul Bako C,49,138,13,28,8,0,1,10,39,15,29,1,.203,.288,.283,.571,-0.1
Alex Gonzalez 1B *,37,129,15,28,10,0,3,8,47,4,26,1,.217,.241,.364,.605,-0.1
Tom Goodwin LF,77,105,11,21,8,0,0,3,29,8,22,5,.200,.254,.276,.531,-0.7
Carlos Zambrano SP,31,70,8,16,1,0,1,5,20,3,29,0,.229,.257,.286,.542,0.6
Greg Maddux SP,34,69,5,11,0,0,0,5,11,1,12,1,.159,.171,.159,.331,0.0
Neifi Perez SS *,23,62,12,23,5,0,2,6,34,3,6,1,.371,.400,.548,.948,0.9
Rey Ordonez SS,23,61,2,10,3,0,1,5,16,2,14,0,.164,.190,.262,.453,-0.4
Matt Clement SP,30,55,2,8,1,0,0,2,9,1,29,0,.145,.158,.164,.322,-0.2
Kerry Wood RP,22,45,2,6,1,0,1,3,10,2,11,0,.133,.167,.222,.389,-0.1
Glendon Rusch RP,33,39,3,6,1,0,2,3,13,0,11,0,.154,.154,.333,.487,0.1
Mark Prior SP,21,36,5,5,0,0,0,0,5,2,20,0,.139,.184,.139,.323,-0.1
Jason Dubois OF,20,23,2,5,0,1,1,5,10,1,7,0,.217,.240,.435,.675,-0.1
Ben Grieve RF *,15,16,2,4,2,0,1,6,9,0,5,0,.250,.316,.563,.878,0.1
Sergio Mitre RP,13,15,0,1,1,0,0,0,2,1,8,0,.067,.125,.133,.258,-0.1
Damian Jackson CF *,7,15,1,1,0,0,1,1,4,3,6,0,.067,.222,.267,.489,-0.5
Dave Kelton LF,8,10,1,1,1,0,0,0,2,0,3,0,.100,.100,.200,.300,0.0
Brendan Harris 2B *,3,9,0,2,1,0,0,1,3,1,1,0,.222,.300,.333,.633,-0.1
Calvin Murray OF,11,5,2,1,0,0,0,1,1,1,0,0,.200,.333,.200,.533,0.2
Mike DiFelice C *,4,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,-0.1
Kent Mercker RP,71,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Ryan Dempster SP,23,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Jimmy Anderson RP *,7,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Kyle Farnsworth RP,72,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Mike Remlinger RP,48,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Francis Beltran RP *,34,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jon Leicester RP,32,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Michael Wuertz RP,31,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Joe Borowski RP,22,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Todd Wellemeyer RP,20,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
LaTroy Hawkins RP,77,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Andy Pratt RP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5628,789,1508,308,29,235,755,2579,489,1080,66,.268,.328,.458,.786,
