Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Derrek Lee 1B,155,623,93,181,41,3,20,90,288,71,119,8,.291,.361,.462,.823,1.7
Ryan Theriot 2B,149,580,85,178,19,4,1,38,208,73,58,22,.307,.387,.359,.745,2.0
Aramis Ramirez 3B,149,554,97,160,44,1,27,111,287,74,94,2,.289,.380,.518,.898,2.7
Mark DeRosa 2B,149,505,103,144,30,3,21,87,243,69,106,6,.285,.376,.481,.857,1.6
Kosuke Fukudome LF,150,501,79,129,25,3,10,58,190,81,104,12,.257,.359,.379,.738,0.4
Geovany Soto C,141,494,66,141,35,2,23,86,249,62,121,0,.285,.364,.504,.868,3.1
Alfonso Soriano RF,109,453,76,127,27,0,29,75,241,43,103,19,.280,.344,.532,.876,1.9
Reed Johnson LF,109,333,52,101,21,0,6,50,140,19,68,5,.303,.358,.420,.778,0.7
Jim Edmonds CF *,85,250,47,64,17,2,19,49,142,45,58,0,.256,.369,.568,.937,1.0
Mike Fontenot 2B,119,243,42,74,22,1,9,40,125,34,51,2,.305,.395,.514,.909,3.2
Ronny Cedeno SS,99,216,36,58,12,0,2,28,76,18,41,4,.269,.328,.352,.680,0.0
Henry Blanco C,58,120,15,35,3,0,3,12,47,6,22,0,.292,.325,.392,.717,0.0
Daryle Ward 1B,89,102,8,22,7,0,4,17,41,16,24,0,.216,.319,.402,.721,-0.3
Félix Pie LF,43,83,9,20,2,1,1,10,27,7,29,3,.241,.312,.325,.637,0.1
Carlos Zambrano SP,38,83,9,28,4,1,4,14,46,0,24,0,.337,.337,.554,.892,1.3
Micah Hoffpauir 1B,33,73,14,25,8,0,2,8,39,6,24,1,.342,.400,.534,.934,0.5
Ted Lilly SP,34,62,2,11,2,0,0,5,13,1,29,1,.177,.190,.210,.400,0.0
Ryan Dempster SP,33,61,4,10,2,0,0,2,12,2,19,0,.164,.190,.197,.387,-0.1
Jason Marquis SP,39,59,8,12,3,0,2,10,21,3,17,0,.203,.242,.356,.598,0.5
Matt Murton LF *,19,40,2,10,2,0,0,6,12,1,5,0,.250,.286,.300,.586,0.0
Eric Patterson 2B *,13,38,5,9,1,0,1,7,13,5,12,2,.237,.318,.342,.660,-0.1
Casey McGehee 3B,9,24,1,4,1,0,0,5,5,0,8,0,.167,.160,.208,.368,-0.2
Rich Harden SP *,12,23,1,2,0,0,0,1,2,0,12,0,.087,.087,.087,.174,-0.2
Koyie Hill C,10,21,0,2,1,0,0,1,3,0,12,0,.095,.095,.143,.238,-0.5
Sean Marshall RP,34,15,0,5,0,0,0,1,5,0,7,0,.333,.333,.333,.667,0.1
Sean Gallagher RP *,12,10,0,0,0,0,0,0,0,0,6,0,.000,.000,.000,.000,-0.2
Rich Hill SP,5,7,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
Jon Lieber RP,26,5,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,.000,-0.1
Kevin Hart SP,21,5,1,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
Carlos Marmol RP,82,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Neal Cotts RP,50,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Bob Howry RP,72,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Michael Wuertz RP,45,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Jeff Samardzija SP,26,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Angel Guzman RP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Randy Wells SP *,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
José E Ascanio RP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Chad Fox RP,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Kerry Wood RP,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Carmen Pignatiello RP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Chad Gaudin RP *,24,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Eyre RP *,19,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,161,5588,855,1552,329,21,184,811,2475,636,1186,87,.278,.354,.443,.797,
