Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Starlin Castro 2B,161,666,59,163,34,2,10,44,231,30,129,9,.245,.284,.347,.631,-0.6
Anthony Rizzo 1B,160,606,71,141,40,2,23,80,254,76,127,6,.233,.323,.419,.742,2.6
Darwin Barney 2B,141,501,49,104,25,1,7,41,152,36,64,4,.208,.266,.303,.569,-0.5
Nate Schierholtz RF,137,462,56,116,32,3,21,68,217,29,94,6,.251,.301,.470,.770,1.4
Welington Castillo C,113,380,41,104,23,0,8,32,151,34,97,2,.274,.349,.397,.746,4.4
Alfonso Soriano RF *,93,362,47,92,24,1,17,51,169,15,89,10,.254,.287,.467,.754,0.8
Luis Valbuena 3B,108,331,34,72,15,1,12,37,125,53,63,1,.218,.331,.378,.708,1.6
David DeJesus LF *,84,284,39,71,19,3,6,27,114,29,55,3,.250,.330,.401,.732,1.6
Dioner Navarro C,89,240,31,72,7,0,13,34,118,23,36,0,.300,.365,.492,.856,2.0
Junior Lake CF,64,236,26,67,16,0,6,16,101,13,68,4,.284,.332,.428,.760,0.8
Ryan Sweeney RF,70,192,19,51,13,2,6,19,86,17,31,1,.266,.324,.448,.772,0.4
Cody Ransom SS *,57,158,21,32,10,1,9,20,71,22,57,0,.203,.304,.449,.753,0.9
Donnie Murphy SS,46,149,23,38,8,0,11,23,79,8,48,2,.255,.319,.530,.849,1.0
Brian Bogusevic RF,47,143,18,39,7,1,6,16,66,10,35,2,.273,.323,.462,.784,0.2
Julio Borbon LF *,72,104,10,21,3,1,1,3,29,12,22,7,.202,.284,.279,.563,-0.1
Scott Hairston LF *,52,99,13,17,2,0,8,19,43,7,25,2,.172,.232,.434,.666,-0.6
Dave Sappelt CF,31,75,6,18,3,0,0,4,21,3,14,3,.240,.269,.280,.549,-0.4
Travis Wood SP,37,63,8,14,1,0,3,8,24,3,21,1,.222,.258,.381,.639,0.7
Jeff Samardzija SP,33,62,4,7,2,0,1,2,12,1,31,0,.113,.127,.194,.321,-0.1
Darnell McDonald LF,25,53,4,16,4,0,1,5,23,4,8,0,.302,.351,.434,.785,0.2
Edwin Jackson SP,31,52,4,4,1,0,1,4,8,2,17,0,.077,.111,.154,.265,-0.1
Cole Gillespie LF *,25,50,6,12,2,0,0,4,14,6,13,0,.240,.328,.280,.608,0.3
Logan Watkins 2B,27,38,2,8,1,0,0,0,9,3,14,0,.211,.268,.237,.505,-0.2
Scott Feldman SP *,15,34,2,6,2,0,1,8,11,0,12,0,.176,.176,.324,.500,0.2
Carlos Manuel Villanueva P,47,32,2,5,0,0,0,1,5,0,15,0,.156,.156,.156,.313,-0.1
Brent Lillibridge SS *,9,24,0,1,0,0,0,2,1,0,9,0,.042,.042,.042,.083,-0.7
Alberto Gonzalez SS *,11,23,3,5,1,0,1,2,9,2,6,0,.217,.269,.391,.661,0.0
Chris Rusin RP,13,19,1,2,0,0,0,2,2,0,3,0,.105,.105,.105,.211,-0.1
Matt Garza SP *,11,18,1,4,1,0,0,2,5,0,9,0,.222,.263,.278,.541,0.1
Jake Arrieta SP *,9,15,0,2,0,0,0,2,2,0,10,0,.133,.133,.133,.267,-0.1
J.C. Boscan C,6,9,1,2,1,0,0,0,3,0,2,0,.222,.300,.333,.633,0.0
Steve Clevenger C *,8,8,1,1,0,0,0,0,1,1,3,0,.125,.222,.125,.347,0.1
Thomas Neal LF *,2,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
Brooks Raley RP,9,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,-0.1
