Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Starlin Castro 2B,162,646,78,183,29,12,14,78,278,36,100,25,.283,.323,.430,.753,3.4
Alfonso Soriano RF,151,561,68,147,33,2,32,108,280,44,153,6,.262,.322,.499,.821,1.8
Darwin Barney 2B,156,548,73,139,26,4,7,44,194,33,58,6,.254,.299,.354,.653,4.7
David DeJesus LF,148,506,76,133,28,8,9,50,204,61,89,7,.263,.350,.403,.753,1.6
Bryan LaHair 1B,130,340,42,88,17,0,16,40,153,39,124,4,.259,.334,.450,.784,0.1
Anthony Rizzo 1B,87,337,44,96,15,0,15,48,156,27,62,3,.285,.342,.463,.805,2.2
Luis Valbuena 3B,90,265,26,58,20,0,4,28,90,36,55,0,.219,.310,.340,.650,0.4
Joe Mather LF,103,225,18,47,11,0,5,19,73,14,46,5,.209,.256,.324,.581,-2.0
Steve Clevenger C,69,199,16,40,12,0,1,16,55,16,39,0,.201,.260,.276,.537,-1.0
Ian Stewart 3B,55,179,16,36,5,2,5,17,60,21,46,0,.201,.292,.335,.627,0.0
Geovany Soto C *,52,176,26,35,6,1,6,14,61,19,35,0,.199,.284,.347,.631,0.0
Tony Campana CF,89,174,26,46,6,0,0,5,52,11,43,30,.264,.308,.299,.607,0.9
Welington Castillo C,52,170,16,45,11,0,5,22,71,17,51,0,.265,.337,.418,.754,1.2
Reed Johnson LF *,76,169,23,51,9,3,3,16,75,10,43,2,.302,.355,.444,.799,0.7
Jeff G Baker 1B *,54,134,16,36,10,1,4,20,60,8,28,4,.269,.306,.448,.753,-0.3
Brett Jackson CF,44,120,14,21,6,1,4,9,41,22,59,0,.175,.303,.342,.644,0.1
Josh Vitters 3B,36,99,7,12,2,0,2,5,20,7,33,2,.121,.193,.202,.395,-1.3
Dave Sappelt CF,26,69,8,19,6,0,2,8,31,7,9,0,.275,.351,.449,.800,0.6
Adrian Cardenas 2B,45,60,5,11,6,0,0,2,17,7,13,0,.183,.269,.283,.552,-0.3
Travis Wood SP,28,53,5,10,3,0,1,4,16,0,20,0,.189,.189,.302,.491,0.4
Jeff Samardzija SP,31,50,0,5,0,0,0,3,5,3,16,0,.100,.167,.100,.267,0.0
Marlon Byrd RF *,13,43,1,3,0,0,0,2,3,3,10,0,.070,.149,.070,.219,-0.4
Koyie Hill C,11,39,3,7,1,0,0,1,8,0,7,0,.179,.179,.205,.385,-0.2
Paul Maholm RP *,21,39,1,3,0,0,1,3,6,2,22,0,.077,.122,.154,.276,-0.1
Ryan Dempster SP *,16,32,1,3,0,1,0,1,5,0,9,0,.094,.094,.156,.250,-0.1
Matt Garza SP,18,30,0,2,1,0,0,0,3,0,23,0,.067,.067,.100,.167,-0.2
Blake DeWitt 3B,18,29,1,4,1,0,0,1,5,0,2,0,.138,.133,.172,.306,-0.3
Chris Volstad RP,21,28,0,5,0,0,0,0,5,0,10,0,.179,.179,.179,.357,0.0
Anthony Recker C *,9,18,1,3,1,0,1,4,7,2,2,0,.167,.286,.389,.675,0.1
Justin Germano RP *,13,17,1,1,0,0,0,0,1,1,10,0,.059,.111,.059,.170,0.0
Blake Lalli C,6,15,1,2,0,0,0,2,2,1,3,0,.133,.188,.133,.321,-0.3
Chris Rusin RP,7,12,0,2,0,1,0,0,4,0,5,0,.167,.167,.333,.500,0.1
Brooks Raley RP,5,10,0,2,0,0,0,0,2,0,1,0,.200,.200,.200,.400,0.0
Jason Berken RP *,4,5,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,-0.1
Randy Wells SP,12,4,0,1,0,0,0,0,1,0,2,0,.250,.250,.250,.500,0.0
Casey Coleman SP,17,3,0,1,0,0,0,0,1,0,1,0,.333,.333,.333,.667,0.0
Michael Bowden RP *,30,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Scott Maine SP *,21,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
James Russell RP,77,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Manny Corpas RP,48,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Kerry Wood RP,10,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Alberto Cabrera RP,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jeff Beliveau RP,22,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Shawn Camp RP,80,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Miguel Socolovich RP *,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Rafael Dolis RP,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Blake Parker RP,7,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Carlos Marmol RP,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Alex Hinshaw RP *,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Lendy Castillo RP,13,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jairo Asencio RP *,12,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Rodrigo Lopez SP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jaye Chapman RP,14,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5411,613,1297,265,36,137,570,2045,447,1235,94,.240,.302,.378,.680,
