Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Kris Bryant 3B,147,543,108,153,35,1,31,77,283,74,145,4,.282,.382,.521,.903,3.6
Javier Baez SS,138,531,89,149,38,4,29,85,282,28,156,11,.281,.316,.531,.847,4.8
Kyle Schwarber LF,155,529,82,132,29,3,38,92,281,70,156,2,.250,.339,.531,.871,2.3
Jason Heyward RF,147,513,78,129,20,4,21,62,220,68,110,8,.251,.343,.429,.772,2.0
Anthony Rizzo 1B,146,512,89,150,29,3,27,94,266,71,86,5,.293,.405,.520,.924,3.9
Willson Contreras C,105,360,57,98,18,2,24,64,192,38,102,1,.272,.355,.533,.888,3.1
Albert Almora Jr. CF,130,339,41,80,11,1,12,32,129,16,62,2,.236,.271,.381,.651,-1.0
David Bote 2B,127,303,47,78,17,0,11,41,128,44,93,5,.257,.362,.422,.785,2.0
Victor Caratini C,95,244,31,65,11,0,11,34,109,29,59,1,.266,.348,.447,.794,0.9
Addison Russell 2B,82,215,25,51,4,1,9,23,84,20,58,2,.237,.308,.391,.699,0.1
Nick Castellanos RF *,52,212,43,68,21,0,16,36,137,10,47,0,.321,.356,.646,1.002,1.5
Daniel Descalso 2B,82,168,20,29,5,1,2,15,42,23,57,2,.173,.271,.250,.521,-1.4
Ben Zobrist RF,48,150,24,39,5,0,1,17,47,23,24,0,.260,.358,.313,.671,-0.1
Ian Happ CF,58,140,25,37,7,1,11,30,79,15,39,2,.264,.333,.564,.898,1.2
Tony Kemp 2B *,44,82,8,15,3,2,1,12,25,7,18,0,.183,.258,.305,.563,-0.2
Nico Hoerner SS,20,78,13,22,1,1,3,17,34,3,11,0,.282,.305,.436,.741,0.0
Robel Garcia 2B,31,72,8,15,2,2,5,11,36,7,35,0,.208,.275,.500,.775,0.1
Yu Darvish SP,30,56,1,5,0,0,0,3,5,2,31,0,.089,.119,.089,.208,-0.3
Kyle Hendricks SP,31,54,1,8,1,0,0,5,9,2,29,0,.148,.193,.167,.360,0.1
Jose Quintana SP,31,54,2,5,1,0,0,3,6,0,27,0,.093,.093,.111,.204,-0.4
Jonathan Lucroy C *,27,53,2,10,2,0,1,6,15,6,12,0,.189,.283,.283,.566,-0.4
Jon Lester SP,28,48,6,9,2,0,1,6,14,5,20,0,.188,.264,.292,.556,0.4
Cole Hamels SP,24,42,1,6,1,0,0,4,7,1,15,0,.143,.178,.167,.344,-0.1
Carlos Gonzalez RF *,15,40,8,7,2,0,1,3,12,8,19,0,.175,.306,.300,.606,-0.4
Mark Zagunis RF,30,36,2,9,3,0,0,5,12,4,16,0,.250,.325,.333,.658,-0.2
Tyler Chatwood RP,40,18,1,3,2,0,0,1,5,1,6,0,.167,.211,.278,.488,0.1
Taylor Davis C,7,18,2,3,0,0,1,4,6,2,4,0,.167,.250,.333,.583,-0.2
Alec Mills SP,9,12,0,1,0,0,0,0,1,0,6,0,.083,.083,.083,.167,-0.1
Martin Maldonado C *,4,11,0,0,0,0,0,0,0,2,5,0,.000,.154,.000,.154,-0.3
Jim Adduci 1B,2,5,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Mike Montgomery RP *,18,5,0,1,0,0,0,0,1,0,2,0,.200,.200,.200,.400,0.0
Adbert Alzolay SP,4,5,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
Brad Brach RP,39,4,0,1,0,0,0,1,1,0,1,0,.250,.250,.250,.500,0.0
Kyle Ryan RP,71,2,0,0,0,0,0,0,0,1,1,0,.000,.333,.000,.333,0.0
Derek Holland RP *,20,2,0,0,0,0,0,0,0,1,2,0,.000,.333,.000,.333,0.0
Steve Cishek RP,64,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
James Norwood RP,9,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Randy Rosario RP,11,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Duane Underwood Jr. RP,12,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Dillon Maples RP,14,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
David Phelps RP,24,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Danny Hultzen RP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5461,814,1378,270,26,256,783,2468,581,1460,45,.252,.333,.452,.785,
