Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Starlin Castro 2B,134,528,58,154,33,1,14,65,231,35,100,4,.292,.339,.438,.777,2.0
Anthony Rizzo 1B,140,524,89,150,28,1,32,78,276,73,116,5,.286,.386,.527,.913,5.1
Luis Valbuena 3B,149,478,68,119,33,4,16,51,208,65,113,1,.249,.341,.435,.776,1.6
Chris Coghlan 3B,125,385,50,109,28,5,9,41,174,39,81,7,.283,.352,.452,.804,0.2
Welington Castillo C,110,380,28,90,19,0,13,46,148,26,102,0,.237,.296,.389,.686,1.8
Nate Schierholtz RF *,99,313,29,60,10,3,6,33,94,18,76,4,.192,.240,.300,.541,-1.1
Junior Lake CF,108,308,30,65,10,3,9,25,108,14,110,7,.211,.246,.351,.597,-1.5
Arismendy Alcantara CF,70,278,31,57,11,2,10,29,102,17,93,8,.205,.254,.367,.621,0.6
Emilio Bonifacio 2B *,69,276,35,77,14,3,2,18,103,16,49,14,.279,.318,.373,.692,1.4
Mike Olt 3B,89,225,23,36,8,0,12,33,80,25,100,0,.160,.248,.356,.604,-0.8
Justin Ruggiano RF,81,224,29,63,13,1,6,28,96,18,70,2,.281,.337,.429,.766,-0.4
Javier Baez SS,52,213,25,36,6,0,9,20,69,15,95,5,.169,.227,.324,.551,-1.1
Ryan Sweeney RF,77,207,22,52,9,0,3,20,70,15,33,0,.251,.304,.338,.642,-0.1
Darwin Barney 2B *,72,204,18,47,10,2,2,16,67,9,31,1,.230,.265,.328,.594,0.8
John D Baker C,68,182,9,35,7,0,0,15,42,19,58,0,.192,.273,.231,.504,-1.0
Ryan Kalish LF,57,121,13,30,4,4,0,5,42,8,28,3,.248,.295,.347,.642,-0.8
Chris Valaika 3B,44,121,10,28,4,0,3,13,41,7,35,1,.231,.282,.339,.621,0.1
Jorge Soler RF,24,89,11,26,8,1,5,20,51,6,24,1,.292,.330,.573,.903,1.0
Logan Watkins 2B,31,65,10,16,3,0,1,6,22,1,16,1,.246,.269,.338,.607,-0.6
Matt Szczur CF,33,62,6,14,2,0,2,5,22,4,11,0,.226,.273,.355,.628,-0.4
Travis Wood SP,41,56,9,13,2,0,3,10,24,1,17,0,.232,.271,.429,.700,1.0
Edwin Jackson SP,29,40,2,7,2,0,0,0,9,0,21,0,.175,.175,.225,.400,0.2
Jake Arrieta SP,26,39,3,7,2,1,0,3,11,2,16,0,.179,.220,.282,.502,0.3
Jason Hammel SP *,17,35,2,5,0,0,0,3,5,1,14,0,.143,.167,.143,.310,-0.1
Jeff Samardzija SP *,17,34,3,6,3,0,0,3,9,0,10,0,.176,.167,.265,.431,0.1
Eli Whiteside C,8,25,0,3,1,0,0,2,4,0,8,1,.120,.115,.160,.275,-0.5
Kyle Hendricks SP,14,24,1,3,0,0,0,1,3,3,11,0,.125,.222,.125,.347,0.1
Tsuyoshi Wada SP,13,20,0,1,0,0,0,0,1,1,10,0,.050,.095,.050,.145,-0.1
Raffy Lopez C,7,11,0,2,0,0,0,1,2,2,4,0,.182,.286,.182,.468,-0.1
Carlos Manuel Villanueva P,42,10,0,0,0,0,0,0,0,0,6,0,.000,.000,.000,.000,-0.2
Jacob Turner SP *,8,10,0,1,0,0,0,0,1,0,7,0,.100,.100,.100,.200,-0.1
Felix Doubront SP *,4,7,0,1,0,0,0,0,1,1,5,0,.143,.250,.143,.393,0.0
Dallas Beeler SP,2,4,0,1,0,0,0,0,1,0,2,0,.250,.250,.250,.500,0.0
Eric Jokisch SP,4,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,-0.1
Chris Rusin RP,4,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Justin Grimm RP,73,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Brian Schlitter RP,61,1,0,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,0.1
Dan Straily SP *,7,1,0,0,0,0,0,0,0,1,1,0,.000,.500,.000,.500,0.0
James Russell RP *,44,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Pedro Strop RP,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Kyuji Fujikawa RP,15,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Hector Rondon RP,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Wesley Wright RP,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jose Veras RP *,12,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Arodys Vizcaino RP,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Zac Rosscup RP,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Blake Parker RP,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Neil Ramirez RP,50,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5508,614,1315,270,31,157,590,2118,442,1477,65,.239,.300,.385,.684,
