Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Jose Reyes SS,160,681,119,191,36,12,12,57,287,77,78,78,.280,.354,.421,.775,5.0
David Wright 3B,160,604,113,196,42,1,30,107,330,94,115,34,.325,.416,.546,.963,8.1
Carlos Ivan Beltran OF,144,554,93,153,33,3,33,112,291,69,111,23,.276,.353,.525,.878,5.2
Carlos Delgado 1B,139,538,71,139,30,0,24,87,241,52,118,4,.258,.333,.448,.781,0.0
Shawn Green RF,130,446,62,130,30,1,10,46,192,37,62,11,.291,.352,.430,.782,0.1
Paul Lo Duca C,119,445,46,121,18,1,9,54,168,24,33,2,.272,.311,.378,.689,0.0
Moises Alou LF,87,328,51,112,19,1,13,49,172,27,30,3,.341,.392,.524,.916,2.1
Luis Castillo 2B *,50,199,37,59,8,2,1,20,74,24,17,10,.296,.371,.372,.742,1.6
Damion Easley 2B,76,193,24,54,6,0,10,26,90,19,35,0,.280,.358,.466,.824,1.4
Ruben Gotay 2B,98,190,25,56,12,0,4,24,80,16,42,3,.295,.351,.421,.772,0.0
Lastings Milledge LF,59,184,27,50,9,1,7,29,82,13,42,3,.272,.341,.446,.787,0.8
Jose Valentin 2B,51,166,18,40,11,1,3,18,62,15,28,2,.241,.302,.373,.676,-0.1
Endy Chavez RF,71,150,20,43,7,2,1,17,57,9,16,5,.287,.325,.380,.705,0.5
Ramon Castro C,52,144,24,41,6,0,11,31,80,10,39,0,.285,.331,.556,.887,0.7
Carlos Gomez RF,58,125,14,29,3,0,2,12,38,8,27,12,.232,.288,.304,.592,0.4
David Newhan 2B,56,74,9,15,1,1,1,6,21,8,19,2,.203,.289,.284,.573,-0.4
Marlon Anderson LF *,43,69,14,22,7,0,3,25,38,5,12,3,.319,.355,.551,.906,0.9
Tom Glavine SP,35,56,3,12,1,0,0,4,13,6,5,0,.214,.286,.232,.518,0.6
Oliver Perez RP,29,56,6,9,0,0,0,1,9,0,15,0,.161,.161,.161,.321,-0.1
John Maine RP,33,55,4,6,0,0,1,3,9,5,28,0,.109,.194,.164,.357,0.0
Julio Franco 1B *,40,50,7,10,0,0,1,8,13,10,13,2,.200,.328,.260,.588,-0.1
Orlando Hernandez SP,28,48,1,8,2,0,0,3,10,0,18,2,.167,.167,.208,.375,0.0
Jeff Conine 1B *,21,41,2,8,2,0,0,5,10,7,8,0,.195,.306,.244,.550,-0.8
Mike DiFelice C,16,40,1,10,2,1,0,5,14,2,12,0,.250,.311,.350,.661,0.0
Ricky Ledee LF,17,36,6,8,3,0,1,6,14,5,10,1,.222,.310,.389,.698,-0.1
Ben Johnson LF,9,27,2,5,1,0,0,1,6,2,11,0,.185,.233,.222,.456,-0.2
Jorge Sosa RP,42,25,0,5,2,0,0,1,7,3,9,0,.200,.286,.280,.566,0.3
Sandy Alomar Jr. C,8,22,1,3,1,0,0,0,4,0,3,0,.136,.136,.182,.318,-0.1
Mike Pelfrey SP,15,21,1,2,1,0,0,0,3,1,9,0,.095,.136,.143,.279,-0.1
Brian Lawrence SP,6,12,1,3,0,0,0,3,3,0,4,0,.250,.250,.250,.500,0.0
Pedro Martinez SP,5,9,1,1,1,0,0,0,2,0,6,0,.111,.111,.222,.333,0.1
Aaron Sele RP,34,4,0,0,0,0,0,0,0,1,1,0,.000,.200,.000,.200,0.0
Anderson Hernandez 2B,4,3,1,1,0,0,0,0,1,0,1,0,.333,.333,.333,.667,0.0
Chip Ambres RF,3,3,0,1,0,0,0,1,1,0,1,0,.333,.333,.333,.667,0.0
Jason Vargas SP,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
Dave Williams SP,2,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Philip Humber SP,3,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Joe Smith RP,54,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Chan Ho Park RP,1,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Guillermo Mota RP,52,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Lino Urdaneta RP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jon Adkins RP,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Aaron Heilman RP,81,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Schoeneweis RP,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Billy Wagner RP,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Pedro Feliciano RP,78,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Willie Collazo RP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Ambiorix Burgos RP,17,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Carlos Muniz RP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5605,804,1543,294,27,177,761,2422,549,981,200,.275,.342,.432,.775,
