Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Jean Segura SS,142,560,57,144,16,5,6,50,188,13,93,25,.257,.281,.336,.616,0.0
Ryan Braun RF,140,506,87,144,27,3,25,84,252,54,115,24,.285,.356,.498,.854,3.8
Adam A Lind LF,149,502,72,139,32,0,20,87,231,66,100,0,.277,.360,.460,.820,3.1
Khris Davis DH,121,392,54,97,16,2,27,66,198,44,122,6,.247,.323,.505,.828,0.8
Scooter Gennett 2B,114,375,42,99,18,4,6,29,143,12,68,1,.264,.294,.381,.675,0.6
Jonathan Lucroy C,103,371,51,98,20,3,7,43,145,36,64,1,.264,.326,.391,.717,1.0
Gerardo Parra CF *,100,323,53,106,24,5,9,31,167,20,57,9,.328,.369,.517,.886,2.1
Carlos Gomez RF *,74,286,42,75,20,1,8,43,121,23,70,7,.262,.328,.423,.751,1.6
Aramis Ramirez 3B *,81,279,25,69,18,0,11,42,120,16,42,1,.247,.295,.430,.725,-0.3
Elian Herrera LF,83,256,29,62,18,0,7,33,101,18,72,3,.242,.290,.395,.684,0.2
Hernan Perez 2B *,90,230,13,62,15,2,1,21,84,4,48,4,.270,.281,.365,.646,0.1
Martin Maldonado C,79,229,19,48,7,0,4,22,67,23,65,0,.210,.282,.293,.575,0.2
Shane Peterson RF,93,201,22,52,7,3,2,16,71,20,55,0,.259,.324,.353,.678,0.6
Jason Rogers 1B,86,152,22,45,6,2,4,16,67,15,34,0,.296,.367,.441,.808,0.5
Hector Alexis Gomez 2B,66,127,15,23,11,2,1,7,41,3,40,0,.181,.212,.323,.535,-0.2
Logan Schafer CF,69,122,17,27,6,1,1,6,38,12,29,1,.221,.299,.311,.611,-0.5
Domingo Santana LF *,38,121,14,28,5,0,6,18,51,18,46,2,.231,.345,.421,.766,0.4
Luis Sardinas SS,36,97,8,19,0,1,0,4,21,6,25,0,.196,.240,.216,.457,-0.4
Jimmy Nelson SP,30,55,1,6,1,0,0,2,7,1,34,0,.109,.125,.127,.252,-0.2
Kyle Lohse SP,41,39,3,9,1,0,0,1,10,0,10,0,.231,.231,.256,.487,0.3
Matt Garza SP,26,39,0,3,0,0,0,0,3,1,21,0,.077,.100,.077,.177,-0.5
Taylor Jungmann RP,21,37,2,10,2,0,0,0,12,1,12,0,.270,.289,.324,.614,0.4
Wily Peralta RP,20,30,1,1,0,0,0,1,1,3,15,0,.033,.121,.033,.155,-0.1
Mike Fiers SP *,21,30,0,3,0,0,0,0,3,0,12,0,.100,.100,.100,.200,-0.2
Juan Centeno C,10,21,0,1,1,0,0,0,2,2,7,0,.048,.130,.095,.226,-0.5
Nevin Ashley C,12,20,2,2,1,0,0,1,3,0,8,0,.100,.143,.150,.293,-0.2
Luis Jimenez 3B *,15,15,1,1,0,0,0,0,1,1,6,0,.067,.125,.067,.192,-0.3
Yadiel Rivera 3B,7,14,0,1,0,0,0,0,1,0,4,0,.071,.071,.071,.143,0.1
Zach Davies SP,6,13,1,1,0,0,0,0,1,0,3,0,.077,.077,.077,.154,0.0
Tyler Cravy RP,14,8,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Ariel Pena RP,6,7,0,0,0,0,0,0,0,0,6,0,.000,.000,.000,.000,-0.1
Michael Reed CF,7,6,2,2,1,0,0,0,3,0,3,0,.333,.333,.500,.833,0.1
Michael Blazek RP,45,4,0,1,1,0,0,1,2,0,2,0,.250,.250,.500,.750,0.1
Tyler Thornburg RP,24,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
David Goforth SP,20,3,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,0.0
Tyler Wagner SP,3,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Jorge Lopez RP,2,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Rob Wooten RP,4,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brandon Kintzler RP,7,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Neal Cotts RP *,51,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Adrian Houser SP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Yhonathan Barrios RP,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Corey Knebel RP,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Preston Guilmet RP *,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Will Smith RP,76,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Cesar E Jimenez RP *,16,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jonathan Broxton RP *,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jeremy Jeffress RP,72,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Francisco Rodriguez RP,60,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5480,655,1378,274,34,145,624,2155,412,1299,84,.251,.307,.393,.700,
