Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Adam Frazier 2B,153,554,80,154,33,7,10,50,231,40,75,5,.278,.336,.417,.753,2.7
Starling Marte CF,132,539,97,159,31,6,23,82,271,25,94,25,.295,.342,.503,.845,2.9
Josh Bell 1B,143,527,94,146,37,3,37,116,300,74,118,0,.277,.367,.569,.936,2.9
Kevin Newman SS,130,493,61,152,20,6,12,64,220,28,62,16,.308,.353,.446,.800,3.1
Bryan Reynolds LF,135,491,83,154,37,4,16,68,247,46,121,3,.314,.377,.503,.880,3.9
Colin Moran 3B,149,466,46,129,30,1,13,80,200,30,117,0,.277,.322,.429,.751,-0.3
Melky Cabrera RF,133,378,43,106,22,1,7,47,151,17,41,2,.280,.313,.399,.713,-1.2
Elias Diaz C,101,303,31,73,14,0,2,28,93,23,56,0,.241,.296,.307,.603,-1.3
Jose Osuna 3B,95,261,41,69,20,0,10,36,119,18,48,0,.264,.310,.456,.766,0.4
Jacob Stallings C,72,191,26,50,5,0,6,13,73,16,40,0,.262,.325,.382,.708,1.4
Jung Ho Kang 3B,65,172,15,29,7,1,10,24,68,11,60,0,.169,.222,.395,.617,-0.7
Gregory Polanco RF,42,153,23,37,8,1,6,17,65,12,49,3,.242,.301,.425,.726,-0.6
Cole Tucker SS,56,147,16,31,10,3,2,13,53,10,40,0,.211,.266,.361,.626,-0.1
Pablo Reyes LF,72,143,18,29,7,2,2,19,46,13,36,1,.203,.274,.322,.596,-1.0
Erik Gonzalez 2B,53,142,15,36,4,1,1,6,45,9,37,4,.254,.301,.317,.618,0.2
Corey Dickerson LF *,44,127,20,40,18,0,4,25,70,13,23,1,.315,.373,.551,.924,0.5
Francisco Cervelli C *,34,109,11,21,3,0,1,5,27,9,31,1,.193,.279,.248,.526,-0.2
Joe Musgrove SP,44,51,8,8,2,1,0,3,12,2,19,0,.157,.189,.235,.424,0.0
JB Shuck LF,27,47,4,10,0,1,0,2,12,8,10,1,.213,.339,.255,.595,0.1
Jake Elmore SS,20,47,3,10,1,0,0,4,11,2,8,0,.213,.245,.234,.479,-0.4
Steven Brault RP,33,42,8,14,1,0,1,2,18,1,8,0,.333,.349,.429,.777,0.7
Kevin Kramer SS,22,42,5,7,1,0,0,5,8,6,17,0,.167,.260,.190,.450,-0.5
Jason Martin CF,20,36,5,9,2,0,0,2,11,4,10,2,.250,.325,.306,.631,-0.3
Trevor Williams SP,26,36,2,6,0,0,0,4,6,2,17,0,.167,.211,.167,.377,0.1
Chris Archer SP,22,35,1,4,0,0,0,2,4,3,19,0,.114,.184,.114,.298,0.1
Jordan Lyles SP *,16,25,1,2,0,0,0,2,2,0,16,0,.080,.115,.080,.195,-0.2
Dario Agrazal SP,14,22,0,2,0,0,0,2,2,0,9,0,.091,.087,.091,.178,-0.1
Corban Joseph 2B *,9,11,1,2,1,0,0,0,3,0,1,0,.182,.182,.273,.455,-0.1
Mitch Keller SP,11,10,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.2
Steven Baron C,7,10,0,2,1,0,0,1,3,0,6,0,.200,.200,.300,.500,-0.1
Jameson Taillon SP,6,8,0,2,0,0,0,0,2,0,3,0,.250,.250,.250,.500,0.1
Nick Kingham RP,13,6,0,0,0,0,0,0,0,2,4,0,.000,.250,.000,.250,0.0
Alex McRae RP,11,6,0,2,0,0,0,0,2,0,3,0,.333,.333,.333,.667,0.1
Clay Holmes RP,32,5,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,.000,-0.1
James Marvel SP,4,4,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
Montana DuRapau RP,14,4,0,1,0,0,0,0,1,0,2,0,.250,.250,.250,.500,0.0
Parker Markel SP,15,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Luis Escobar RP,4,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Chris Stratton RP *,28,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Felipe Vazquez RP,51,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Yefry Ramirez SP,9,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Tyler Lyons RP,3,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Rookie Davis SP,5,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Francisco Liriano RP,69,1,0,1,0,0,0,0,1,1,0,0,1.000,1.000,1.000,2.000,0.1
Richard Rodriguez RP,72,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Keone Kela RP,32,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Yacksel Rios RP,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5657,758,1497,315,38,163,722,2377,425,1213,64,.265,.323,.420,.743,
