Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Freddie Freeman 1B,162,607,93,175,43,4,18,78,280,90,145,3,.288,.386,.461,.847,3.1
Chris Johnson 3B,153,582,43,153,27,0,10,58,210,23,159,6,.263,.292,.361,.653,-1.3
Jason Heyward RF,149,573,74,155,26,3,11,58,220,67,98,20,.271,.351,.384,.735,6.4
Justin Upton LF,154,566,77,153,34,2,29,102,278,60,171,8,.270,.342,.491,.833,3.3
Andrelton Simmons SS,146,540,44,132,18,4,7,46,179,32,60,4,.244,.286,.331,.617,3.5
B.J. Upton CF,141,519,67,108,19,5,12,35,173,57,173,20,.208,.287,.333,.620,-0.4
Evan Gattis C,108,369,41,97,17,1,22,52,182,22,97,0,.263,.317,.493,.810,2.2
Tommy La Stella 2B,93,319,22,80,16,1,1,31,101,36,40,2,.251,.328,.317,.644,-0.3
Ryan Doumit LF,100,157,11,31,4,0,5,17,50,7,49,1,.197,.235,.318,.553,-0.4
Gerald Laird C,53,152,12,31,8,0,0,10,39,14,33,0,.204,.275,.257,.532,-0.5
Ramiro Pena 2B,81,147,9,36,6,0,3,9,51,13,38,1,.245,.304,.347,.651,0.4
Dan Uggla 2B *,48,130,13,21,3,0,2,10,30,10,40,0,.162,.241,.231,.472,-0.9
Phil Gosselin 2B,46,128,17,34,4,0,1,3,41,5,27,2,.266,.304,.320,.624,0.9
Emilio Bonifacio 2B *,41,118,12,25,3,1,1,6,33,10,36,12,.212,.273,.280,.553,-0.4
Christian Bethancourt C,31,113,7,28,3,0,0,9,31,3,26,1,.248,.274,.274,.548,-0.2
Jordan Schafer RP *,63,80,9,13,4,0,0,2,17,10,20,15,.163,.256,.213,.468,-0.2
Julio Teheran SP,33,66,1,7,1,0,0,6,8,1,21,0,.106,.132,.121,.254,0.0
Ervin Santana SP,31,63,7,7,1,0,0,1,8,2,28,0,.111,.138,.127,.265,-0.1
Aaron Harang SP,33,61,2,5,0,0,0,1,5,1,29,0,.082,.097,.082,.179,-0.5
Mike Minor SP,25,45,4,7,1,0,1,4,11,1,16,0,.156,.174,.244,.418,0.2
Alex Wood SP,35,41,1,3,0,0,0,2,3,2,28,0,.073,.116,.073,.189,-0.2
Tyler Pastornicky SS,28,40,4,8,0,1,0,2,10,6,11,0,.200,.304,.250,.554,-0.5
Gavin Floyd RP,9,18,0,2,0,0,0,0,2,0,12,0,.111,.111,.111,.222,-0.1
David Hale RP,45,17,1,1,0,0,0,1,1,0,8,0,.059,.056,.059,.114,-0.1
Joey Terdoslavich 1B,9,10,1,3,2,0,0,2,5,0,3,0,.300,.364,.500,.864,0.0
Jose Constanza RF,12,4,1,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,-0.1
James Russell RP *,22,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Gus Schlosser RP,15,1,0,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,0.1
David Carpenter RP,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Ryan Buchter RP,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jordan Walden RP,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Pedro Beato RP,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Juan Jaime RP,16,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Luis Avilan RP,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.1
Shae Simmons RP,26,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Ian Thomas RP,16,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Anthony Varvaro RP,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Chasen Shreve RP,15,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Craig Kimbrel RP,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5468,573,1316,240,22,123,545,1969,472,1369,95,.241,.305,.360,.665,
