Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Michael Bourn CF,155,624,96,171,26,10,9,57,244,70,155,42,.274,.348,.391,.739,6.0
Martin Prado 1B,156,617,81,186,42,6,10,70,270,58,69,17,.301,.359,.438,.796,5.4
Jason Heyward RF,158,587,93,158,30,6,27,82,281,58,152,21,.269,.335,.479,.814,5.5
Freddie Freeman 1B,147,540,91,140,33,2,23,94,246,64,129,2,.259,.340,.456,.796,2.1
Dan Uggla 2B,154,523,86,115,29,0,19,78,201,94,168,4,.220,.348,.384,.732,2.7
Brian McCann C,121,439,44,101,14,0,20,67,175,44,76,3,.230,.300,.399,.698,0.6
Chipper Jones 3B,112,387,58,111,23,0,14,62,176,57,51,1,.287,.377,.455,.832,2.6
Juan Francisco 3B,93,192,17,45,11,0,9,32,83,11,70,1,.234,.278,.432,.710,0.2
David Ross C,62,176,18,45,7,0,9,23,79,18,60,1,.256,.321,.449,.770,0.8
Tyler Pastornicky SS,76,169,21,41,6,1,2,13,55,10,32,2,.243,.287,.325,.613,-1.5
Paul Janish SS,55,167,18,31,6,1,0,9,39,17,30,1,.186,.269,.234,.502,-0.3
Andrelton Simmons SS,49,166,17,48,8,2,3,19,69,12,21,1,.289,.335,.416,.751,2.8
Eric Hinske 1B,91,132,9,26,7,1,2,13,41,14,41,0,.197,.272,.311,.583,-1.0
Matt Diaz LF,51,108,10,24,6,0,2,13,36,9,21,0,.222,.280,.333,.613,-0.8
Reed Johnson LF *,43,100,7,27,5,0,0,4,32,3,18,0,.270,.305,.320,.625,-0.5
Jose Constanza RF,37,76,8,19,2,0,0,4,21,8,21,5,.250,.321,.276,.598,0.5
Jack Wilson SS,40,71,4,12,1,1,0,4,15,2,12,0,.169,.189,.211,.400,-0.9
Mike Minor SP,30,55,5,4,1,0,0,0,5,2,26,0,.073,.105,.091,.196,-0.2
Tim Hudson SP,29,55,4,12,3,0,0,6,15,2,18,0,.218,.250,.273,.523,0.5
Tommy Hanson SP,31,49,0,1,0,0,0,0,1,2,30,0,.020,.059,.020,.079,-0.6
Kris Medlen SP,50,33,3,4,1,0,0,2,5,4,15,0,.121,.216,.152,.368,0.1
Brandon Beachy SP,14,27,3,5,1,0,0,4,6,2,17,0,.185,.241,.222,.464,0.1
Randall Delgado RP,18,25,3,6,0,0,0,1,6,0,9,0,.240,.240,.240,.480,0.2
Paul Maholm RP *,11,24,1,1,0,0,0,0,1,0,16,0,.042,.042,.042,.083,-0.3
Lyle Overbay 1B *,20,20,1,2,1,0,0,0,3,1,8,0,.100,.143,.150,.293,-0.3
Jeff G Baker 1B *,14,19,1,2,0,0,0,1,2,1,10,0,.105,.150,.105,.255,-0.4
Ben Sheets SP,9,13,0,0,0,0,0,0,0,1,6,0,.000,.071,.000,.071,-0.1
Jair Jurrjens SP,11,13,1,1,0,0,0,0,1,1,6,0,.077,.143,.077,.220,-0.1
J.C. Boscan C,6,10,0,2,0,0,0,2,2,0,1,0,.200,.200,.200,.400,-0.1
Cristhian Martinez RP,54,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Luis Avilan RP,31,3,0,1,0,0,0,0,1,0,0,0,.333,.333,.333,.667,0.0
Julio Teheran SP,2,1,0,0,0,0,0,0,0,1,0,0,.000,.500,.000,.500,0.0
Livan Hernandez RP *,18,1,0,0,0,0,0,0,0,1,0,0,.000,.500,.000,.500,0.1
Eric O'Flaherty RP,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Cory Gearrin RP,22,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Miguel Batista SP *,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Peter Moylan RP,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jonny Venters RP,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Chad Durbin RP,76,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Anthony Varvaro RP,12,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Craig Kimbrel RP,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5425,700,1341,263,30,149,660,2111,567,1289,101,.247,.320,.389,.709,
