Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Martin Prado 1B,140,599,100,184,40,3,15,66,275,40,86,5,.307,.350,.459,.809,4.9
Jason Heyward RF,142,520,83,144,29,5,18,72,237,91,128,11,.277,.393,.456,.849,6.3
Brian McCann C,143,479,63,129,25,0,21,77,217,74,98,5,.269,.375,.453,.828,3.4
Omar Infante 2B,134,471,65,151,15,3,8,47,196,29,62,7,.321,.359,.416,.775,2.9
Melky Cabrera RF,147,458,50,117,27,3,4,42,162,42,64,7,.255,.317,.354,.671,-0.5
Troy Glaus 1B,128,412,52,99,18,0,16,71,165,63,100,0,.240,.344,.400,.744,0.1
Chipper Jones 3B,95,317,47,84,21,0,10,46,135,61,47,5,.265,.381,.426,.806,2.2
Eric Hinske 1B,131,281,38,72,21,1,11,51,128,33,75,0,.256,.338,.456,.793,0.2
Alex Gonzalez SS *,72,267,27,64,17,2,6,38,103,14,53,0,.240,.291,.386,.676,1.5
Yunel Escobar 3B *,75,261,28,62,12,0,0,19,74,37,31,5,.238,.334,.284,.618,1.2
Nate McLouth LF,85,242,30,46,12,1,6,24,78,33,57,7,.190,.298,.322,.620,-2.8
Matt Diaz LF,84,224,27,56,17,2,7,31,98,13,44,3,.250,.302,.438,.739,0.5
Brooks Conrad 2B,103,156,31,39,11,1,8,33,76,16,45,5,.250,.324,.487,.811,0.3
Derrek Lee 1B *,39,129,17,37,14,0,3,24,60,21,33,0,.287,.384,.465,.849,0.9
David Ross C,59,121,15,35,13,2,2,28,58,20,28,0,.289,.392,.479,.871,1.1
Rick Ankiel CF *,47,119,17,25,6,1,2,9,39,19,42,2,.210,.324,.328,.651,0.1
Tim Hudson SP,35,77,4,15,4,0,0,4,19,0,21,0,.195,.195,.247,.442,0.2
Tommy Hanson SP,34,62,3,6,0,0,0,4,6,2,27,0,.097,.123,.097,.220,-0.4
Gregor Blanco LF *,36,58,9,18,1,1,0,3,21,8,15,1,.310,.394,.362,.756,0.3
Derek Lowe RP,34,53,6,8,4,0,0,3,12,5,14,0,.151,.224,.226,.451,0.3
Jair Jurrjens SP,20,39,2,5,1,0,0,2,6,2,14,0,.128,.190,.154,.344,0.0
Kris Medlen SP,32,27,2,5,1,0,0,2,6,3,14,0,.185,.290,.222,.513,0.3
Freddie Freeman 1B,20,24,3,4,1,0,1,1,8,0,8,0,.167,.167,.333,.500,-0.2
Kenshin Kawakami SP,18,24,2,3,1,0,0,1,4,3,9,0,.125,.222,.167,.389,0.0
Mike Minor SP,9,10,0,0,0,0,0,0,0,1,7,0,.000,.091,.000,.091,-0.1
Diory Hernandez SS,20,9,5,1,0,0,1,1,4,0,4,0,.111,.111,.444,.556,0.0
Brandon Hicks SS,16,5,7,0,0,0,0,0,0,1,2,0,.000,.167,.000,.167,0.0
Brandon Beachy SP,3,5,1,1,0,0,0,0,1,1,4,0,.200,.333,.200,.533,0.0
Cristhian Martinez RP,18,4,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,0.0
Brent Clevlen RF,4,4,2,1,1,0,0,0,2,0,1,0,.250,.250,.500,.750,0.0
Mike Dunn RP,25,2,1,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.1
Jo-Jo Reyes RP,1,1,0,0,0,0,0,0,0,1,0,0,.000,.500,.000,.500,0.0
Takashi Saito RP,56,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Jesse Chavez RP *,28,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Jonny Venters RP,79,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Chris Resop RP *,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Eric O'Flaherty RP,56,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Kyle Farnsworth RP *,23,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Peter Moylan RP,85,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Billy Wagner RP,71,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Proctor RP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
J.C. Boscan C,1,0,1,0,0,0,0,0,0,1,0,0,.000,1.000,.000,1.000,0.0
Craig Kimbrel RP,21,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5463,738,1411,312,25,139,699,2190,634,1140,63,.258,.339,.401,.740,
