Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Dan Uggla 2B,161,600,88,140,22,1,36,82,272,62,156,1,.233,.311,.453,.764,1.6
Freddie Freeman 1B,157,571,67,161,32,0,21,76,256,53,142,4,.282,.346,.448,.795,1.4
Alex Gonzalez SS,149,564,59,136,27,1,15,56,210,22,126,2,.241,.270,.372,.642,1.3
Martin Prado 1B,129,551,66,143,26,2,13,57,212,34,52,4,.260,.302,.385,.687,1.8
Brian McCann C,128,466,51,126,19,0,24,71,217,57,89,3,.270,.351,.466,.817,2.4
Chipper Jones 3B,126,455,56,125,33,1,18,70,214,51,80,2,.275,.344,.470,.814,2.4
Jason Heyward RF,128,396,50,90,18,2,14,42,154,51,93,9,.227,.319,.389,.708,2.4
Nate McLouth LF,81,267,35,61,12,2,4,16,89,44,52,4,.228,.344,.333,.677,-0.1
Eric Hinske 1B,117,236,24,55,10,0,10,28,95,26,71,0,.233,.311,.403,.713,0.0
Michael Bourn CF *,53,227,30,63,8,3,1,18,80,15,50,22,.278,.321,.352,.674,0.9
Jordan Schafer RP *,52,196,32,47,6,3,1,7,62,18,42,15,.240,.307,.316,.623,0.0
David Ross C,52,152,14,40,7,0,6,23,65,16,51,0,.263,.333,.428,.761,1.1
Jose Constanza RF,42,109,21,33,1,1,2,10,42,6,14,7,.303,.339,.385,.724,0.6
Brooks Conrad 2B,92,103,11,23,5,0,4,13,40,15,41,2,.223,.325,.388,.713,0.4
Joe Mather LF,36,75,4,16,4,0,1,9,23,6,23,0,.213,.272,.307,.578,-0.6
Tim Hudson SP,33,69,4,8,1,0,1,4,12,4,20,0,.116,.164,.174,.338,-0.1
Derek Lowe RP,34,52,4,9,4,0,1,7,16,4,18,0,.173,.232,.308,.540,0.5
Matt Young LF,20,48,4,10,1,0,0,1,11,4,6,0,.208,.269,.229,.498,-0.3
Jair Jurrjens SP,23,47,0,5,0,0,0,1,5,1,13,0,.106,.125,.106,.231,-0.3
Julio Lugo SS,22,44,3,6,0,0,0,3,6,4,11,0,.136,.208,.136,.345,0.0
Brandon Beachy SP,25,43,0,3,0,0,0,1,3,1,22,0,.070,.091,.070,.161,-0.4
Jack Wilson SS *,17,41,3,9,1,0,0,0,10,1,12,0,.220,.238,.244,.482,-0.1
Tommy Hanson SP,22,39,0,2,0,0,0,0,2,0,15,0,.051,.051,.051,.103,-0.5
Matt Diaz LF *,16,35,2,10,1,0,0,1,11,1,8,1,.286,.297,.314,.612,-0.3
Diory Hernandez SS,22,33,4,7,1,0,1,4,11,0,5,0,.212,.212,.333,.545,-0.1
Mike Minor SP,15,27,1,3,2,0,0,0,5,3,15,0,.111,.200,.185,.385,0.0
Williams Ramirez P,20,26,5,6,2,0,0,2,8,4,11,0,.231,.333,.308,.641,-0.2
Brandon Hicks SS,17,21,1,1,0,0,0,1,1,1,9,0,.048,.091,.048,.139,-0.5
Randall Delgado RP,7,10,0,0,0,0,0,0,0,0,6,0,.000,.000,.000,.000,-0.2
J.C. Boscan C,4,9,0,3,0,0,0,0,3,0,5,0,.333,.333,.333,.667,0.0
Cristhian Martinez RP,46,6,0,2,1,0,0,2,3,0,1,0,.333,.333,.500,.833,0.1
Antoan Richardson CF,9,4,2,2,0,0,0,0,2,0,0,1,.500,.500,.500,1.000,0.1
Julio Teheran SP,5,4,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,-0.1
Scott Proctor RP *,31,2,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,0.0
Eric O'Flaherty RP,78,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Linebrink RP,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Cory Gearrin RP,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
George Sherrill RP,51,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jairo Asencio RP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Peter Moylan RP,13,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jonny Venters RP,85,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Arodys Vizcaino RP,17,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Anthony Varvaro RP,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Kris Medlen SP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Craig Kimbrel RP,79,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5528,641,1345,244,16,173,606,2140,504,1260,77,.243,.308,.387,.695,
