Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
AJ Pollock LF,157,609,111,192,39,6,20,76,303,53,89,39,.315,.367,.498,.865,7.4
Paul Goldschmidt 1B,159,567,103,182,38,2,33,110,323,118,151,21,.321,.435,.570,1.005,8.8
Ender Inciarte CF,132,524,73,159,27,5,6,45,214,26,58,21,.303,.338,.408,.747,5.3
Chris Owings 2B,147,515,59,117,27,5,4,43,166,26,144,16,.227,.264,.322,.587,-0.8
David Peralta LF,149,462,61,144,26,10,17,78,241,44,107,9,.312,.371,.522,.893,3.7
Nick Ahmed SS,134,421,49,95,17,6,9,34,151,29,81,4,.226,.275,.359,.634,2.5
Yasmany Tomas OF,118,406,40,111,19,3,9,48,163,17,110,5,.273,.305,.401,.707,-1.3
Jake Lamb 3B,107,350,38,92,15,5,6,34,135,36,97,3,.263,.331,.386,.716,1.7
Aaron Hill 2B,116,313,32,72,18,0,6,39,108,31,54,7,.230,.295,.345,.640,-0.3
Welington Castillo C *,80,274,34,70,13,1,17,50,136,21,75,0,.255,.317,.496,.813,1.4
Mark Trumbo DH *,46,174,23,45,10,3,9,23,88,10,39,0,.259,.299,.506,.805,0.8
Jarrod Saltalamacchia C *,70,171,23,43,14,0,8,23,81,19,57,0,.251,.332,.474,.805,0.8
Cliff Pennington SS *,72,135,15,32,3,0,1,10,38,16,29,3,.237,.314,.281,.595,0.2
Tuffy Gosewisch C,38,128,9,27,6,0,1,13,36,8,23,2,.211,.261,.281,.542,0.5
Jordan Patrick Pacheco C,29,66,8,16,0,0,2,8,22,9,14,1,.242,.333,.333,.667,-0.2
Phil Gosselin 2B *,24,66,17,20,5,1,3,13,36,7,11,0,.303,.382,.545,.927,0.6
Rubby De La Rosa RP,32,64,3,6,0,0,0,2,6,0,25,0,.094,.094,.094,.188,-0.4
Brandon Drury 3B,20,56,3,12,3,0,2,8,21,2,8,0,.214,.254,.375,.629,-0.2
Chase Anderson SP,28,48,0,5,0,0,0,3,5,1,23,0,.104,.122,.104,.227,-0.3
Jeremy Hellickson SP,29,41,3,9,0,0,0,7,9,2,14,0,.220,.283,.220,.502,0.3
Socrates Brito CF,18,33,5,10,3,1,0,1,15,1,7,1,.303,.324,.455,.778,0.6
Oscar Hernandez C,18,31,4,5,1,0,0,1,6,3,15,0,.161,.257,.194,.451,-0.3
Robbie Ray SP,23,31,0,3,1,0,0,0,4,0,14,0,.097,.097,.129,.226,-0.2
Danny Dorn RF,23,30,0,5,1,0,0,3,6,2,10,0,.167,.219,.200,.419,-0.3
Josh Collmenter RP,44,27,2,5,0,0,0,1,5,3,9,0,.185,.267,.185,.452,0.1
Patrick Corbin SP,16,25,1,3,0,0,0,3,3,3,11,0,.120,.214,.120,.334,0.0
Jamie Romak LF,12,15,2,5,2,0,0,1,7,1,6,0,.333,.375,.467,.842,0.0
Archie Bradley RP,8,14,0,2,0,0,0,0,2,0,7,0,.143,.143,.143,.286,-0.1
Allen Webster RP,9,11,1,0,0,0,0,0,0,0,6,0,.000,.000,.000,.000,0.0
Peter O'Brien RF,8,10,1,4,1,0,1,3,8,2,5,0,.400,.500,.800,1.300,0.2
Zack Godley SP,9,9,0,1,0,0,0,0,1,0,6,0,.111,.111,.111,.222,-0.1
Jhoulys Chacin SP,5,8,0,1,0,0,0,0,1,0,4,0,.125,.125,.125,.250,0.0
Vidal Nuno RP *,3,5,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
Andrew Chafin RP,66,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Addison Reed RP *,38,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Gerald Laird C,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
Daniel Hudson RP,64,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Keith Hessler RP,18,1,0,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,0.1
Randall Delgado RP,64,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Dominic Leone RP *,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Matt Reynolds RP,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Enrique Burgos SP,30,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Silvino Bracho RP,13,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Oliver Perez RP *,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
A.J. Schugel RP,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brad Ziegler RP,66,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
JC Ramirez SP *,12,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Evan Marshall RP,13,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Matt Stites RP,11,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
David Hernandez RP,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5649,720,1494,289,48,154,680,2341,490,1312,132,.264,.324,.414,.738,
