Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Jean Segura SS,153,637,102,203,41,7,20,64,318,39,101,33,.319,.368,.499,.867,5.7
Paul Goldschmidt 1B,158,579,106,172,33,3,24,95,283,110,150,32,.297,.411,.489,.899,4.8
Yasmany Tomas OF,140,530,72,144,30,1,31,83,269,31,136,2,.272,.313,.508,.820,-0.4
Jake Lamb 3B,151,523,81,130,31,9,29,91,266,64,154,6,.249,.332,.509,.840,2.6
Brandon Drury 3B,134,461,59,130,31,1,16,53,211,31,100,1,.282,.329,.458,.786,0.0
Chris Owings 2B,119,437,52,121,24,11,5,49,182,20,87,21,.277,.315,.416,.731,1.6
Welington Castillo C,113,416,41,110,24,0,14,68,176,33,121,2,.264,.322,.423,.745,2.4
Michael Bourn CF *,89,329,43,86,12,6,3,30,119,22,83,13,.261,.307,.362,.669,0.2
Nick Ahmed SS,90,284,26,62,9,1,4,20,85,15,58,5,.218,.265,.299,.564,0.2
Phil Gosselin 2B,122,220,26,61,12,1,2,13,81,15,46,3,.277,.324,.368,.692,0.3
Rickie Weeks DH,108,180,29,43,9,1,9,27,81,20,54,5,.239,.327,.450,.777,-0.1
David Peralta LF,48,171,23,43,9,5,4,15,74,8,42,2,.251,.295,.433,.728,0.6
Chris Herrmann C,56,148,21,42,5,4,6,28,73,16,44,4,.284,.352,.493,.845,1.3
Mitch Haniger RF,34,109,9,25,2,1,5,17,44,12,27,0,.229,.309,.404,.713,0.1
Socrates Brito CF,40,95,10,17,3,1,4,12,34,2,23,2,.179,.196,.358,.554,-0.3
Tuffy Gosewisch C,33,90,8,14,1,1,3,7,26,7,22,0,.156,.224,.289,.513,-0.7
Peter O'Brien RF,28,64,6,9,1,0,5,9,25,3,27,0,.141,.179,.391,.570,-0.7
Robbie Ray SP,32,53,3,10,2,0,1,2,15,1,26,0,.189,.204,.283,.487,0.3
Zack Greinke SP,27,52,4,11,1,0,0,3,12,3,9,1,.212,.246,.231,.476,0.3
Patrick Corbin SP,38,49,7,15,3,1,0,4,20,1,14,0,.306,.320,.408,.728,0.6
Archie Bradley RP,26,43,2,3,0,0,0,4,3,0,28,0,.070,.068,.070,.138,-0.5
AJ Pollock LF,12,41,9,10,0,0,2,4,16,5,8,4,.244,.326,.390,.716,0.5
Shelby Miller P,21,32,4,4,1,1,0,0,7,0,21,0,.125,.125,.219,.344,-0.1
Kyle Jensen 1B,17,31,5,6,0,1,2,7,14,2,13,0,.194,.265,.452,.716,0.0
Braden Shipley SP,14,26,2,3,1,0,0,2,4,0,10,1,.115,.115,.154,.269,-0.1
Zack Godley SP,27,18,1,2,0,0,0,0,2,0,9,0,.111,.111,.111,.222,-0.1
Rubby De La Rosa RP,13,14,0,1,0,0,0,1,1,0,3,0,.071,.071,.071,.143,-0.1
Oscar Hernandez C,4,11,1,2,0,0,1,1,5,0,0,0,.182,.182,.455,.636,0.0
Mike Freeman 2B *,8,9,0,0,0,0,0,0,0,2,5,0,.000,.182,.000,.182,-0.2
Matt Koch SP,7,3,0,0,0,0,0,0,0,1,3,0,.000,.250,.000,.250,0.0
Edwin Escobar RP,25,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Tyler Wagner SP,3,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Randall Delgado RP,79,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Vicente Campos RP,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Silvino Bracho RP,26,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Matt David Buschmann RP,3,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Zac Curtis RP,21,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Dominic Leone RP,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Kyle Drabek RP,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Tyler Clippard RP *,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Enrique Burgos SP,43,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Daniel Hudson RP,70,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Andrew Chafin RP,32,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Keith Hessler RP *,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brad Ziegler RP *,36,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jake Barrett RP,68,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Evan Marshall RP,15,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Josh Collmenter RP *,15,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Steve Hathaway RP,24,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Adam Loewen RP,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5665,752,1479,285,56,190,709,2446,463,1427,137,.261,.320,.432,.752,
