Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Eric Byrnes LF,160,626,103,179,30,8,21,83,288,57,98,50,.286,.353,.460,.813,3.5
Chris Young CF,148,569,85,135,29,3,32,68,266,43,141,27,.237,.295,.467,.763,0.5
Stephen Drew SS,150,543,60,129,28,4,12,60,201,60,100,9,.238,.313,.370,.683,-0.2
Orlando Hudson 3B,139,517,69,152,28,9,10,63,228,70,87,10,.294,.376,.441,.817,4.1
Conor Jackson 1B,130,415,56,118,29,1,15,60,194,53,50,2,.284,.368,.467,.836,0.7
Mark Reynolds 1B,111,366,62,102,20,4,17,62,181,37,129,0,.279,.349,.495,.843,1.2
Chris Snyder C,110,326,37,82,20,0,13,47,141,40,67,0,.252,.342,.433,.775,1.7
Carlos Quentin LF,81,229,29,49,16,0,5,31,80,18,54,2,.214,.298,.349,.647,-0.8
Chad Tracy 3B,76,227,30,60,18,2,7,35,103,29,43,0,.264,.346,.454,.800,0.2
Tony Clark 1B,113,221,31,55,5,1,17,51,113,21,59,0,.249,.310,.511,.822,-0.1
Miguel Montero C,84,214,30,48,7,0,10,37,85,20,35,0,.224,.292,.397,.689,-0.7
Scott Hairston LF *,76,176,21,39,13,1,3,16,63,19,37,2,.222,.301,.358,.659,-0.2
Alberto Callaspo 2B,56,144,10,31,8,0,0,7,39,9,14,1,.215,.265,.271,.535,-1.3
Justin Upton LF,43,140,17,31,8,3,2,11,51,11,37,2,.221,.283,.364,.647,-0.6
Augie Ojeda 2B,57,113,16,31,2,2,1,12,40,15,13,1,.274,.354,.354,.708,0.2
Jeff Salazar LF,38,94,13,26,6,1,1,10,37,9,19,2,.277,.340,.394,.733,0.9
Livan Hernandez RP,34,75,9,16,1,0,1,5,20,0,7,0,.213,.211,.267,.477,0.2
Brandon Webb SP,34,73,1,6,2,0,0,3,8,1,31,0,.082,.095,.110,.204,-0.5
Micah Owings RP,35,60,9,20,7,1,4,15,41,2,16,0,.333,.349,.683,1.033,1.4
Doug Davis SP,33,58,3,4,0,0,0,1,4,1,21,0,.069,.085,.069,.154,-0.6
Robby Hammock C,34,45,5,11,2,0,0,0,13,3,7,0,.244,.306,.289,.595,0.2
Jeff Cirillo DH *,28,40,6,8,4,0,0,6,12,4,6,0,.200,.273,.300,.573,0.2
Jeff DaVanon CF *,13,26,5,4,2,0,0,1,6,5,8,1,.154,.303,.231,.534,-0.2
Emilio Bonifacio 2B,11,23,2,5,1,0,0,2,6,4,3,0,.217,.333,.261,.594,0.0
Edgar G Gonzalez RP,32,21,0,4,0,0,0,0,4,0,4,0,.190,.190,.190,.381,0.0
Yusmeiro Petit RP,14,16,2,1,0,0,0,0,1,0,8,0,.063,.063,.063,.125,-0.2
Randy Johnson SP,10,15,0,1,0,0,0,0,1,1,7,0,.067,.125,.067,.192,-0.2
Brian Barden 3B *,8,12,0,1,0,0,0,0,1,0,3,0,.083,.083,.083,.167,-0.2
Tony Pena RP,75,4,1,1,0,0,0,1,1,0,2,0,.250,.250,.250,.500,0.0
Jason Smith 2B *,2,4,0,1,0,0,0,0,1,0,2,0,.250,.250,.250,.500,0.0
Dustin Nippert RP,36,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Juan Cruz RP,53,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Donnie Sadler 2B,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Byung-Hyun Kim RP *,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jose Valverde RP,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Bob Wickman RP *,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Bill Murphy RP,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Dana Eveland RP,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Randy Choate RP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brandon Lyon RP,73,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
J.D. Durbin RP *,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Mike Schultz RP,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Doug Slaten RP,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brandon Medders RP,30,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Enrique Gonzalez RP,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Joe Kennedy SP *,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jailen Peguero RP,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5398,712,1350,286,40,171,687,2229,532,1111,109,.250,.321,.413,.734,
