Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Brandon Crawford SS,144,518,58,131,34,1,14,77,209,42,113,3,.253,.305,.403,.709,2.1
Joe Panik 2B,138,511,60,147,28,5,10,53,215,46,54,4,.288,.347,.421,.768,1.3
Denard Span LF,129,497,73,135,31,5,12,43,212,40,69,12,.272,.329,.427,.756,-1.1
Buster Posey C,140,494,62,158,34,0,12,67,228,61,66,6,.320,.400,.462,.861,4.0
Hunter Pence RF,134,493,55,128,13,5,13,67,190,40,102,2,.260,.315,.385,.701,0.3
Brandon Belt 1B,104,382,63,92,27,3,18,51,179,66,104,3,.241,.355,.469,.823,3.0
Gorkys Hernandez CF,128,310,40,79,20,1,0,22,101,31,73,12,.255,.327,.326,.652,-0.6
Eduardo Nunez 2B *,76,302,37,93,21,0,4,31,126,12,29,18,.308,.334,.417,.752,0.3
Nick Hundley C,101,287,27,70,23,0,9,35,120,12,81,0,.244,.272,.418,.691,0.5
Kelby Tomlinson 3B,104,194,32,50,4,2,1,11,61,23,46,9,.258,.332,.314,.646,0.3
Jarrett Parker LF,51,166,14,41,12,2,4,23,69,10,54,2,.247,.294,.416,.709,0.6
Pablo Sandoval 3B *,47,160,17,36,9,0,5,20,60,8,29,0,.225,.263,.375,.638,-0.4
Ryder Jones 3B,53,150,12,26,5,2,2,5,41,10,52,1,.173,.244,.273,.517,-1.4
Christian Arroyo 3B,34,125,9,24,5,0,3,14,38,8,32,1,.192,.244,.304,.548,-0.4
Austin Slater RF,34,117,15,33,3,1,3,16,47,8,29,0,.282,.339,.402,.740,0.2
Conor Gillaspie 3B,44,80,8,13,4,0,2,8,23,5,10,0,.163,.218,.288,.506,-0.7
Aaron Hill 2B,34,68,7,9,2,1,1,7,16,11,13,0,.132,.250,.235,.485,-0.9
Mac Williamson LF,28,68,8,16,2,0,3,6,27,5,25,1,.235,.288,.397,.685,-0.2
Jeff Samardzija SP,35,64,3,6,2,0,1,2,11,0,25,0,.094,.094,.172,.266,-0.2
Justin Ruggiano RF,19,60,2,13,1,0,2,4,20,1,17,1,.217,.238,.333,.571,-0.8
Jae-Gyun Hwang 3B,18,52,2,8,1,0,1,5,12,5,15,0,.154,.228,.231,.459,-0.1
Orlando Calixte SS,29,49,5,7,1,0,0,6,8,3,16,1,.143,.185,.163,.348,-0.7
Matt Moore SP,32,47,3,6,0,0,0,4,6,2,19,0,.128,.163,.128,.291,-0.1
Johnny Cueto SP,25,46,3,4,0,0,0,3,4,1,15,0,.087,.104,.087,.191,-0.1
Ty Blach SP,38,44,5,10,2,0,1,7,15,4,21,0,.227,.286,.341,.627,0.5
Carlos Moncrief RF,28,38,4,8,1,0,0,5,9,3,15,0,.211,.256,.237,.493,-0.5
Chris Marrero LF,15,38,2,5,0,0,1,5,8,2,9,0,.132,.171,.211,.381,-0.6
Michael Morse 1B,24,36,1,7,1,0,1,3,11,3,14,0,.194,.250,.306,.556,-0.5
Madison Bumgarner SP,17,34,4,7,0,0,3,5,16,2,11,0,.206,.250,.471,.721,0.5
Miguel Gomez 3B,22,33,3,8,2,0,0,2,10,0,6,0,.242,.235,.303,.538,0.0
Matt Cain SP,27,32,1,5,2,0,0,2,7,0,20,0,.156,.156,.219,.375,0.0
Drew Stubbs CF,10,22,0,2,0,0,0,0,2,2,9,0,.091,.167,.091,.258,-0.5
Chris Stratton RP,13,14,1,2,0,0,0,0,2,0,3,0,.143,.143,.143,.286,-0.1
Tim Federowicz C,13,13,3,3,0,0,2,3,9,1,4,0,.231,.286,.692,.978,0.1
Albert Suarez SP,18,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
George Kontos RP *,50,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Cory Gearrin RP,68,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Steven Okert RP,44,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Sam Dyson RP *,38,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Mark Melancon RP,32,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Dan Slania RP,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Josh Osich RP,54,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Bryan Morris RP,20,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Kyle Crick RP,30,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Roberto Gomez RP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Hunter Strickland RP,68,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Reyes Moronta RP,7,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Derek Law RP,41,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Neil Ramirez RP *,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5551,639,1382,290,28,128,612,2112,467,1204,76,.249,.309,.380,.689,
