Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Randy Winn LF,155,598,84,183,38,2,10,64,255,59,88,25,.306,.363,.426,.790,3.8
Aaron Rowand CF,152,549,57,149,37,0,13,70,225,44,126,2,.271,.339,.410,.749,0.4
Bengie Molina C,145,530,46,155,33,0,16,95,236,19,38,0,.292,.322,.445,.767,1.7
Fred Lewis OF,133,468,81,132,25,11,9,40,206,51,124,21,.282,.351,.440,.791,1.5
Rich Aurilia 1B,140,407,33,115,21,1,10,52,168,30,56,1,.283,.332,.413,.745,-0.8
Jose Castillo 3B *,112,394,42,96,28,4,6,35,150,25,71,2,.244,.290,.381,.671,-0.6
John Bowker RF,111,326,31,83,14,3,10,43,133,19,74,1,.255,.300,.408,.708,-1.3
Eugenio Velez SS,98,275,32,72,16,7,1,30,105,14,40,15,.262,.299,.382,.681,-0.9
Omar Vizquel 2B,92,266,24,59,10,1,0,23,71,24,29,5,.222,.283,.267,.550,-0.6
Ray Durham 2B *,87,263,43,77,23,0,3,32,109,38,49,6,.293,.385,.414,.799,0.7
Emmanuel Burriss LF,95,240,37,68,6,1,1,18,79,23,24,13,.283,.357,.329,.686,0.2
Pablo Sandoval 3B,41,145,24,50,10,1,3,24,71,4,14,0,.345,.357,.490,.847,1.0
Ivan Ochoa SS,47,120,7,24,8,0,0,3,32,4,28,0,.200,.244,.267,.511,-1.0
Dave Roberts LF,52,107,18,24,2,2,0,9,30,20,18,5,.224,.341,.280,.621,-0.2
Travis Ishikawa 1B,33,95,12,26,6,0,3,15,41,9,27,1,.274,.337,.432,.768,0.5
Steve Holm 3B,49,84,10,22,9,0,1,6,34,10,16,0,.262,.357,.405,.762,-0.2
Brian Bocock SS,32,77,4,11,1,0,0,2,12,12,29,4,.143,.258,.156,.414,-0.8
Nate Schierholtz RF,19,75,12,24,8,1,1,5,37,3,8,0,.320,.370,.493,.864,0.7
Tim Lincecum RP,34,70,7,11,1,1,0,5,14,5,32,0,.157,.213,.200,.413,0.2
Daniel Ortmeier 1B,38,64,4,14,6,0,0,5,20,7,18,2,.219,.315,.313,.628,-0.6
Matt Cain SP,34,62,3,7,1,0,2,3,14,4,34,0,.113,.167,.226,.392,0.0
Barry Zito SP,32,51,1,6,0,0,0,2,6,4,10,0,.118,.182,.118,.299,0.0
Jonathan Sanchez SP,30,49,2,5,1,0,0,4,6,1,22,0,.102,.120,.122,.242,-0.3
Travis Denker 2B,24,37,6,9,4,1,1,3,18,5,10,0,.243,.333,.486,.820,0.1
Brian Horwitz RF,21,36,5,8,0,0,2,4,14,5,10,0,.222,.310,.389,.698,0.2
Scott McClain 1B,14,33,7,9,1,0,2,7,16,5,8,0,.273,.368,.485,.853,0.1
Ryan Rohlinger 3B,21,32,2,3,1,1,0,2,6,1,8,0,.094,.121,.188,.309,-0.6
Kevin Correia SP,25,27,1,3,0,0,0,2,3,1,12,0,.111,.143,.111,.254,-0.1
Rajai Davis CF *,12,18,2,1,0,0,0,0,1,1,6,4,.056,.105,.056,.161,-0.5
Eliezer Alfonzo C,5,11,0,1,0,0,0,1,1,0,4,0,.091,.091,.091,.182,-0.4
Pat Misch SP,15,9,0,1,0,0,0,1,1,1,2,0,.111,.200,.111,.311,0.0
Brad Hennessey RP,18,8,1,2,1,0,0,1,3,0,2,1,.250,.250,.375,.625,0.1
Conor Gillaspie 3B,8,5,1,1,0,0,0,0,1,2,0,0,.200,.429,.200,.629,0.0
Matt Palmer SP,3,4,0,1,0,0,0,0,1,1,2,0,.250,.400,.250,.650,0.1
Clay Timpner LF,2,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
Osiris Matos SP,20,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Kevin Frandsen 2B,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Keiichi Yabu RP,60,1,1,0,0,0,0,0,0,1,0,0,.000,.500,.000,.500,0.0
Billy Sadler RP,33,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Sergio Romo RP,29,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Geno Espineli RP,15,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Merkin Valdez RP,17,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Vinnie Chulk RP,27,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jack Taschner RP,67,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Alex Hinshaw RP,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Erick Threets RP,7,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Tyler Walker RP,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brian Wilson RP,63,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
J.T. Snow 1B,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5543,640,1452,311,37,94,606,2119,452,1044,108,.262,.321,.382,.703,
