Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Jeff Kent 2B,152,623,102,195,42,2,37,108,352,52,101,5,.313,.368,.565,.933,6.9
David Bell 3B,154,552,82,144,29,2,20,73,237,54,80,1,.261,.333,.429,.762,2.9
Rich Aurilia 1B,133,538,76,138,35,2,15,61,222,37,90,1,.257,.305,.413,.718,0.7
Reggie Sanders RF,140,505,75,126,23,6,23,85,230,47,121,18,.250,.324,.455,.779,3.3
Benito Santiago C,126,478,56,133,24,5,16,74,215,27,73,4,.278,.315,.450,.765,2.4
J.T. Snow 1B,143,422,47,104,26,2,6,53,152,59,90,0,.246,.344,.360,.704,-0.6
Barry Bonds LF,143,403,117,149,31,2,46,110,322,198,47,9,.370,.582,.799,1.381,11.6
Tsuyoshi Shinjo CF,118,362,42,86,15,3,9,37,134,24,46,5,.238,.294,.370,.664,1.7
Ramon Martinez SS,72,181,26,49,10,2,4,25,75,14,26,2,.271,.335,.414,.749,0.7
Kenny Lofton LF *,46,180,30,48,10,3,3,9,73,23,22,7,.267,.353,.406,.758,1.7
Damon Minor 1B,83,173,21,41,6,0,10,24,77,24,34,0,.237,.333,.445,.778,0.3
Tom Goodwin LF,78,154,23,40,5,2,1,17,52,14,25,16,.260,.321,.338,.659,0.9
Shawon Dunston RF,72,147,7,34,5,0,1,9,42,3,33,1,.231,.250,.286,.536,-1.6
Pedro Feliz 3B,67,146,14,37,4,1,2,13,49,6,27,0,.253,.281,.336,.617,-0.4
Yorvit Torrealba C,53,136,17,38,10,0,2,14,54,14,20,0,.279,.355,.397,.752,1.1
Marvin Benard LF,65,123,16,34,9,2,1,13,50,7,26,5,.276,.321,.407,.727,0.4
Russ Ortiz RP,33,69,11,17,5,0,2,9,28,6,17,0,.246,.299,.406,.704,1.1
Livan Hernandez RP,36,64,6,15,4,1,0,6,21,0,9,0,.234,.231,.328,.559,0.4
Kirk Rueter SP,35,62,3,11,0,0,0,3,11,2,11,0,.177,.197,.177,.374,0.2
Ryan Jensen SP,32,56,5,6,2,0,0,2,8,0,18,0,.107,.123,.143,.266,-0.1
Jason Schmidt SP,29,56,3,7,2,0,0,2,9,2,28,0,.125,.155,.161,.316,-0.1
Bill Mueller 3B *,8,13,0,2,0,0,0,1,2,1,1,0,.154,.214,.154,.368,-0.1
Calvin Murray OF *,11,12,0,0,0,0,0,0,0,1,2,0,.000,.077,.000,.077,-0.2
Tony Torcato 1B,5,11,0,3,1,0,0,0,4,0,2,0,.273,.273,.364,.636,-0.1
Chad Zerbe RP,50,6,0,1,0,0,0,1,1,0,2,0,.167,.167,.167,.333,0.0
Kurt Ainsworth SP,6,6,1,1,1,0,0,0,2,0,1,0,.167,.167,.333,.500,0.1
Jay Witasick RP,44,5,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,.000,-0.1
Cody Ransom SS,7,3,2,2,0,0,0,1,2,1,1,0,.667,.750,.667,1.417,0.1
Trey Lunsford C,3,3,0,2,1,0,0,1,3,0,1,0,.667,.667,1.000,1.667,0.1
Tim Worrell RP,80,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Robb Nen RP,68,2,0,1,0,0,0,0,1,0,1,0,.500,.500,.500,1.000,0.1
Manny Aybar RP,15,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Felix Rodriguez RP,71,1,1,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,0.1
Aaron Fultz RP,44,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jason Christiansen RP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Joe Nathan RP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Eyre RP *,21,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Troy Brohawn RP,11,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5497,783,1465,300,35,198,751,2429,616,961,74,.267,.344,.442,.786,
