Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Marquis Grissom CF,149,587,82,176,33,3,20,79,275,20,82,11,.300,.322,.468,.790,2.2
Jose L Cruz Jr. OF,158,539,90,135,26,1,20,68,223,102,121,5,.250,.366,.414,.779,2.9
Edgardo Alfonzo 3B,142,514,56,133,25,2,13,81,201,58,41,5,.259,.334,.391,.726,0.1
Rich Aurilia 1B,129,505,65,140,26,1,13,58,207,36,82,2,.277,.325,.410,.735,0.5
Ray Durham 2B,110,410,61,117,30,5,8,33,181,50,82,7,.285,.366,.441,.807,3.0
Benito Santiago C,108,401,53,112,21,2,11,56,170,29,69,0,.279,.329,.424,.753,1.3
Barry Bonds LF,130,390,111,133,22,1,45,90,292,148,58,7,.341,.529,.749,1.278,8.9
J.T. Snow 1B,103,330,48,90,18,3,8,51,138,55,55,1,.273,.387,.418,.806,1.8
Neifi Perez SS,120,328,27,84,19,4,1,31,114,14,23,3,.256,.285,.348,.632,0.9
Andres Galarraga 1B,110,272,36,82,15,0,12,42,133,19,61,1,.301,.352,.489,.841,0.9
Pedro Feliz 3B,95,235,31,58,9,3,16,48,121,10,53,2,.247,.278,.515,.793,0.9
Yorvit Torrealba C,66,200,22,52,10,2,4,29,78,14,39,1,.260,.312,.390,.702,0.5
Jeffrey Hammonds LF *,36,94,20,26,10,0,3,10,45,13,21,1,.277,.370,.479,.849,0.5
Marvin Benard LF,46,71,5,14,3,1,0,4,19,4,9,1,.197,.237,.268,.504,-0.5
Eric Young LF *,26,71,9,14,2,0,0,3,16,9,10,3,.197,.293,.225,.518,-0.8
Jason Schmidt SP,29,61,2,4,0,0,0,0,4,2,30,0,.066,.095,.066,.161,-0.7
Kirk Rueter SP,27,53,5,7,0,0,0,3,7,2,8,1,.132,.164,.132,.296,0.1
Ruben Rivera CF,31,50,6,9,2,0,2,4,17,5,14,1,.180,.255,.340,.595,0.1
Todd Linden LF,18,38,2,8,1,0,1,6,12,1,8,0,.211,.231,.316,.547,-0.3
Jerome Williams RP,21,37,1,4,1,0,0,1,5,0,19,0,.108,.108,.135,.243,-0.3
Jesse Foppert SP,23,37,3,3,1,1,0,1,6,0,19,0,.081,.105,.162,.267,-0.2
Damian Moss P *,21,29,1,7,0,0,0,1,7,1,12,0,.241,.267,.241,.508,0.3
Cody Ransom SS,20,27,7,6,1,0,1,1,10,1,11,0,.222,.250,.370,.620,0.0
Kurt Ainsworth SP *,12,22,0,1,0,0,0,0,1,0,7,0,.045,.045,.045,.091,-0.2
Sidney Ponson SP *,10,22,1,2,1,0,0,0,3,0,5,0,.091,.091,.136,.227,-0.2
Jim Brower RP,51,17,2,3,0,0,0,1,3,0,5,0,.176,.222,.176,.399,0.0
Tony Torcato 1B,14,16,0,3,1,0,0,1,4,0,4,0,.188,.235,.250,.485,-0.3
Francisco Santos RF,8,15,2,3,2,0,1,1,8,0,3,0,.200,.200,.533,.733,-0.1
Alberto Castillo C,11,15,2,3,1,0,1,4,7,0,5,0,.200,.200,.467,.667,0.0
Kevin Correia SP,10,13,1,2,0,0,0,2,2,0,6,0,.154,.154,.154,.308,0.0
Dustin Hermanson RP *,9,11,0,0,0,0,0,0,0,0,6,0,.000,.000,.000,.000,-0.2
Jason Ellison OF,7,10,1,1,0,0,0,0,1,0,1,0,.100,.100,.100,.200,-0.2
Carlos Valderrama LF,7,7,0,1,0,0,0,0,1,0,3,1,.143,.143,.143,.286,0.0
Chad Zerbe RP,33,5,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
Lance Niekro 1B,5,5,2,1,1,0,0,2,2,0,1,0,.200,.200,.400,.600,0.0
Ryan Jensen SP,6,5,0,2,0,0,0,2,2,0,0,0,.400,.400,.400,.800,0.1
Tim Worrell RP,76,3,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Noah Lowry SP,4,2,1,1,0,0,0,0,1,0,1,0,.500,.500,.500,1.000,0.1
Matt Herges RP *,27,2,0,1,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,0.0
Brian Powell P,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Eyre RP,74,2,0,1,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,0.1
Joe Nathan RP,78,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Trey Lunsford C,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Felix Rodriguez RP,68,1,0,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,0.1
Manny Aybar RP,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jason Christiansen RP,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,161,5456,755,1440,281,29,180,713,2319,593,980,53,.264,.338,.425,.763,
