Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Aubrey Huff 1B,157,569,100,165,35,5,26,86,288,83,91,7,.290,.385,.506,.891,5.5
Pablo Sandoval 3B,152,563,61,151,34,3,13,63,230,47,81,3,.268,.323,.409,.732,1.3
Juan Uribe 3B,148,521,64,129,24,2,24,85,229,45,92,1,.248,.310,.440,.749,1.3
Andres Torres LF,139,507,84,136,43,8,16,63,243,56,128,26,.268,.343,.479,.823,5.1
Freddy Sanchez 2B,111,431,55,126,22,1,7,47,171,32,68,3,.292,.342,.397,.739,1.7
Buster Posey C,108,406,58,124,23,2,18,67,205,30,55,0,.305,.357,.505,.862,3.7
Aaron Rowand CF,105,331,42,76,12,2,11,34,125,16,74,5,.230,.281,.378,.659,0.4
Pat Burrell LF *,96,289,41,77,16,0,18,51,147,47,77,0,.266,.364,.509,.872,2.0
Edgar Renteria SS,72,243,26,67,11,2,3,22,91,21,43,3,.276,.332,.374,.707,0.5
Nate Schierholtz RF,137,227,34,55,13,3,3,17,83,20,38,4,.242,.311,.366,.676,0.4
Bengie Molina C *,61,202,17,52,6,0,3,17,67,14,19,0,.257,.312,.332,.644,0.0
Travis Ishikawa 1B,116,158,18,42,11,0,3,22,62,13,29,0,.266,.320,.392,.712,0.0
Jose Guillen RF *,42,128,9,34,5,0,3,15,48,5,29,0,.266,.317,.375,.692,-0.6
Eli Whiteside C,56,126,19,30,6,1,4,10,50,8,35,1,.238,.299,.397,.696,0.3
Mark DeRosa 2B,26,93,9,18,3,0,1,10,24,9,16,0,.194,.279,.258,.537,-0.8
John Bowker RF *,41,82,9,17,3,0,3,8,29,6,23,0,.207,.256,.354,.609,0.0
Matt Downs 3B *,29,78,6,19,7,0,1,7,29,8,18,0,.244,.318,.372,.690,0.5
Cody Ross RF *,33,73,11,21,4,0,3,7,34,7,21,0,.288,.354,.466,.819,0.2
Mike Fontenot 2B *,28,71,10,20,2,0,0,5,22,5,13,0,.282,.329,.310,.639,0.0
Tim Lincecum RP,33,67,2,7,0,0,0,5,7,3,29,0,.104,.143,.104,.247,-0.1
Matt Cain SP,35,66,3,7,1,0,0,1,8,1,33,0,.106,.119,.121,.241,-0.2
Jonathan Sanchez SP,34,58,2,8,0,1,0,3,10,0,26,0,.138,.153,.172,.325,-0.1
Eugenio Velez SS,29,55,7,9,2,0,2,8,17,6,9,0,.164,.246,.309,.555,0.0
Barry Zito SP,34,51,1,6,0,0,0,2,6,1,17,0,.118,.135,.118,.252,-0.2
Madison Bumgarner SP,20,39,2,7,1,0,0,3,8,2,11,0,.179,.220,.205,.425,0.2
Todd Wellemeyer RP,13,20,2,2,0,0,0,0,2,0,11,0,.100,.100,.100,.200,-0.2
Ryan Rohlinger 3B,12,15,1,3,0,0,0,1,3,2,5,0,.200,.294,.200,.494,-0.2
Emmanuel Burriss LF,7,5,3,2,0,0,0,0,2,0,1,0,.400,.400,.400,.800,0.1
Brian Wilson RP,70,5,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,-0.1
Joe Martinez RP *,4,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Sergio Romo RP,68,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Jeremy Affeldt RP,53,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Guillermo Mota RP,56,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Denny Bautista SP,31,1,0,1,0,0,0,1,1,0,0,0,1.000,1.000,1.000,2.000,0.1
Dan Joseph Runzler RP,41,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Javier Lopez RP *,27,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Waldis Joaquin RP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Darren Ford CF,7,0,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
Ramon Ramirez RP *,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Santiago Casilla RP,52,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Chris Ray RP *,28,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brandon Medders RP,14,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5488,697,1411,284,30,162,660,2241,487,1099,55,.257,.321,.408,.729,
