Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Denard Span LF,143,572,70,152,23,5,11,53,218,53,79,12,.266,.331,.381,.712,1.0
Brandon Crawford SS,155,553,67,152,28,11,12,84,238,57,115,7,.275,.342,.430,.772,4.5
Brandon Belt 1B,156,542,77,149,41,8,17,82,257,104,148,0,.275,.394,.474,.868,4.3
Buster Posey C,146,539,82,155,33,2,14,80,234,64,68,6,.288,.362,.434,.796,4.7
Angel Pagan LF,129,495,71,137,24,5,12,55,207,42,66,15,.277,.331,.418,.750,1.0
Joe Panik 2B,127,464,67,111,21,7,10,62,176,50,47,5,.239,.315,.379,.695,1.1
Hunter Pence RF,106,395,58,114,23,1,13,57,178,43,95,1,.289,.357,.451,.808,1.9
Matt Duffy 3B *,70,257,32,65,11,2,4,21,92,20,40,8,.253,.313,.358,.671,1.5
Gregor Blanco LF,106,241,28,54,10,4,1,18,75,29,51,6,.224,.309,.311,.620,-1.0
Conor Gillaspie 3B,101,191,24,50,8,4,6,25,84,12,28,1,.262,.307,.440,.747,1.1
Eduardo Nunez 2B *,50,182,24,49,9,3,4,20,76,14,30,13,.269,.327,.418,.744,0.8
Trevor Brown C,75,173,17,41,7,0,5,19,63,10,39,0,.237,.283,.364,.647,0.0
Jarrett Parker LF,63,127,22,30,3,1,5,14,50,19,44,0,.236,.358,.394,.751,0.2
Mac Williamson LF,54,112,14,25,3,0,6,15,46,13,35,0,.223,.315,.411,.726,0.4
Kelby Tomlinson 3B,52,106,13,31,4,0,0,6,35,12,18,5,.292,.370,.330,.700,0.8
Ramiro Pena 2B,30,87,9,26,6,1,1,10,37,2,16,0,.299,.330,.425,.755,0.3
Madison Bumgarner SP,36,86,8,16,6,0,3,9,31,10,43,0,.186,.268,.360,.629,0.9
Johnny Cueto SP,32,70,1,8,0,0,0,5,8,2,24,0,.114,.137,.114,.251,-0.2
Jeff Samardzija SP,34,64,4,10,5,0,0,9,15,1,28,0,.156,.164,.234,.399,0.0
Ehire Adrianza 3B,40,63,3,16,2,0,2,7,24,2,13,0,.254,.299,.381,.679,0.0
Gorkys Hernandez CF,26,54,7,14,5,0,2,4,25,3,11,0,.259,.298,.463,.761,0.4
Grant Green 2B,18,46,7,12,2,0,1,7,17,3,8,0,.261,.300,.370,.670,-0.4
Ruben Tejada 3B *,13,32,3,5,3,0,0,2,8,5,5,0,.156,.270,.250,.520,0.2
Jake Peavy SP,31,27,2,5,0,0,0,3,5,2,12,0,.185,.241,.185,.427,0.1
Matt Cain SP,21,27,1,2,1,0,1,5,6,0,17,0,.074,.074,.222,.296,-0.1
Matt Moore SP *,12,24,2,1,0,0,0,0,1,0,11,0,.042,.042,.042,.083,-0.1
Albert Suarez SP,22,21,1,4,2,0,0,2,6,0,11,0,.190,.190,.286,.476,0.1
Gordon Beckham SS *,3,5,0,0,0,0,0,1,0,0,2,0,.000,.000,.000,.000,-0.2
Ty Blach SP,4,4,1,2,0,0,0,0,2,0,0,0,.500,.500,.500,1.000,0.2
Vin Mazzaro RP,2,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Cory Gearrin RP,56,1,0,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,0.1
Javier Lopez RP,68,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Chris Stratton RP,7,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Derek Law RP,61,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Steven Okert RP,16,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Mike Allen Broadway SP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Joe Nathan RP *,7,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Matt Reynolds RP,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Hunter Strickland RP,72,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
George Kontos RP,57,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Josh Osich RP,59,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Chris Heston SP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Santiago Casilla RP,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Sergio Romo RP,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Will Smith RP *,26,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5565,715,1437,280,54,130,675,2215,572,1107,79,.258,.329,.398,.728,
