Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Hunter Pence RF,162,629,91,178,35,5,27,99,304,52,115,22,.283,.339,.483,.822,4.1
Pablo Sandoval 3B,141,525,52,146,27,2,14,79,219,47,79,0,.278,.341,.417,.758,2.5
Buster Posey C,148,520,61,153,34,1,15,72,234,60,70,2,.294,.371,.450,.821,5.2
Brandon Belt 1B,150,509,76,147,39,4,17,67,245,52,125,5,.289,.360,.481,.841,4.4
Brandon Crawford SS,149,499,52,124,24,3,9,43,181,42,96,1,.248,.311,.363,.674,2.4
Marco Scutaro 2B,127,488,57,145,23,3,2,31,180,45,34,2,.297,.357,.369,.726,2.4
Gregor Blanco LF,141,452,50,120,17,6,3,41,158,52,95,14,.265,.341,.350,.690,2.6
Angel Pagan LF,71,280,44,79,16,3,5,30,116,23,36,9,.282,.334,.414,.749,1.0
Andres Torres LF,103,272,33,68,17,1,2,21,93,22,61,4,.250,.302,.342,.644,-0.1
Joaquin Arias SS,102,225,17,61,9,2,1,19,77,4,33,1,.271,.284,.342,.627,0.8
Tony Abreu 2B,53,138,21,37,12,3,2,14,61,6,33,0,.268,.301,.442,.743,0.0
Hector Sanchez C,63,129,8,32,4,0,3,19,45,7,29,0,.248,.300,.349,.649,0.5
Nick Noonan SS,62,105,12,23,2,0,0,5,25,6,24,0,.219,.261,.238,.499,-0.3
Juan Perez LF,34,89,8,23,5,0,1,8,31,6,21,2,.258,.302,.348,.650,1.1
Guillermo Quiroz C,43,86,5,16,7,0,1,6,26,5,21,0,.186,.237,.302,.539,-0.4
Brett Pill 1B,48,85,11,19,4,0,3,12,32,5,17,0,.224,.272,.376,.648,0.1
Roger Kieschnick LF,38,84,6,17,0,1,0,5,19,11,29,0,.202,.295,.226,.521,-0.4
Jeff Francoeur LF *,22,62,1,12,2,0,0,4,14,1,12,1,.194,.206,.226,.432,-0.5
Tim Lincecum RP,32,57,3,6,0,1,0,1,8,3,34,0,.105,.150,.140,.290,-0.1
Madison Bumgarner SP,31,56,3,6,0,0,0,4,6,5,30,0,.107,.177,.107,.285,0.0
Matt Cain SP,30,52,0,5,0,0,0,2,5,2,22,0,.096,.130,.096,.226,-0.3
Barry Zito SP,30,34,3,5,0,0,0,2,5,0,8,0,.147,.147,.147,.294,0.0
Kensuke Tanaka LF,15,30,4,8,0,0,0,2,8,4,3,2,.267,.353,.267,.620,0.4
Francisco Peguero LF,18,29,4,6,1,0,1,1,10,1,2,2,.207,.233,.345,.578,0.2
Ryan Vogelsong SP,19,29,2,2,0,0,0,2,2,3,17,0,.069,.156,.069,.225,0.0
Chad Gaudin RP,30,25,0,1,0,0,0,1,1,2,14,0,.040,.111,.040,.151,-0.1
Ehire Adrianza 3B,9,18,3,4,1,0,1,3,8,1,5,0,.222,.263,.444,.708,0.2
Yusmeiro Petit RP,8,16,0,1,0,0,0,2,1,1,5,0,.063,.118,.063,.180,-0.1
Cole Gillespie LF *,3,9,0,0,0,0,0,0,0,1,0,0,.000,.100,.000,.100,-0.4
Johnny Monell C,8,8,2,1,0,0,0,1,1,0,3,0,.125,.222,.125,.347,0.0
Mike Kickham RP,12,6,0,1,1,0,0,0,2,0,1,0,.167,.167,.333,.500,0.0
Guillermo Moscoso RP,13,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Jean Machi RP,51,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
George Kontos RP,52,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Sandy Rosario RP,43,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Eric Surkamp SP,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jeremy Affeldt RP,39,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Javier Lopez RP,69,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Heath Hembree RP,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Ramon Ramirez RP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Santiago Casilla RP,57,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jake Dunning RP,29,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Sergio Romo RP,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jose Mijares RP,60,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5552,629,1446,280,35,107,596,2117,469,1078,67,.260,.320,.381,.702,
