Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Pablo Sandoval 3B,153,572,79,189,44,5,25,90,318,52,83,5,.330,.387,.556,.943,4.1
Randy Winn LF,149,538,65,141,33,5,2,51,190,47,93,16,.262,.318,.353,.671,1.0
Aaron Rowand CF,144,499,61,130,30,2,15,64,209,30,125,4,.261,.319,.419,.738,0.7
Bengie Molina C,132,491,52,130,25,1,20,80,217,13,68,0,.265,.285,.442,.727,-0.7
Edgar Renteria SS,124,460,50,115,19,1,5,48,151,39,69,7,.250,.307,.328,.635,-1.6
Juan Uribe 3B,122,398,50,115,26,4,16,55,197,25,82,3,.289,.329,.495,.824,3.4
Travis Ishikawa 1B,120,326,49,85,10,2,9,39,126,30,89,2,.261,.329,.387,.715,0.7
Fred Lewis OF,122,295,49,76,21,3,4,20,115,36,84,8,.258,.348,.390,.738,1.1
Nate Schierholtz RF,116,285,33,76,19,2,5,29,114,16,58,3,.267,.302,.400,.702,0.4
Eugenio Velez SS,84,285,40,76,13,5,5,31,114,16,55,11,.267,.308,.400,.708,-0.2
Emmanuel Burriss LF,61,202,18,48,6,0,0,13,54,14,34,11,.238,.292,.267,.560,-1.3
Andres Torres LF,75,152,30,41,6,8,6,23,81,16,45,6,.270,.343,.533,.876,1.7
Eli Whiteside C,49,127,15,29,6,1,2,13,43,4,30,0,.228,.269,.339,.607,-0.1
Rich Aurilia 1B,60,122,10,26,2,0,2,16,34,8,24,0,.213,.256,.279,.534,-1.1
Ryan Garko 1B *,40,115,10,27,3,1,2,12,38,9,10,0,.235,.307,.330,.638,-0.9
Freddy Sanchez 2B *,25,102,11,29,1,0,1,7,33,2,16,0,.284,.295,.324,.619,0.2
John Bowker RF,31,67,7,13,2,2,2,7,25,4,18,1,.194,.247,.373,.620,-0.2
Tim Lincecum RP,33,66,8,10,1,0,0,3,11,6,36,0,.152,.219,.167,.386,0.1
Matt Cain SP,33,60,2,9,2,1,0,3,13,4,31,0,.150,.203,.217,.420,0.2
Matt Downs 3B,17,53,6,9,2,0,1,2,14,6,13,1,.170,.250,.264,.514,-0.2
Barry Zito SP,34,51,2,6,0,0,0,0,6,4,16,0,.118,.182,.118,.299,-0.1
Kevin Frandsen 2B,23,50,3,7,2,0,0,1,9,3,4,0,.140,.204,.180,.384,-0.4
Jonathan Sanchez SP,32,41,2,3,0,0,0,0,3,4,27,0,.073,.174,.073,.247,-0.1
Randy Johnson SP,22,26,1,2,0,0,0,0,2,1,16,0,.077,.111,.077,.188,-0.2
Jesus Guzman 1B,12,20,0,5,0,0,0,0,5,0,3,0,.250,.250,.250,.500,-0.2
Ryan Rohlinger 3B,12,19,0,3,1,0,0,4,4,1,6,0,.158,.200,.211,.411,0.0
Buster Posey C,7,17,1,2,0,0,0,0,2,0,4,0,.118,.118,.118,.235,-0.1
Brad Penny SP *,6,14,0,2,0,0,0,0,2,0,6,0,.143,.143,.143,.286,-0.1
Ryan Sadowski SP,6,10,0,1,0,0,0,0,1,0,6,0,.100,.100,.100,.200,-0.1
Joe Martinez RP,10,8,2,2,1,0,0,0,3,0,1,0,.250,.250,.375,.625,0.2
Steve Holm 3B,4,7,1,2,0,0,0,0,2,2,0,0,.286,.444,.286,.730,0.1
Justin Miller 2B,44,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Jeremy Affeldt RP,74,2,0,1,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,0.0
Bob Howry RP,63,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Brandon Medders RP,61,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Brian Wilson RP,68,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Madison Bumgarner SP,4,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Sergio Romo RP,45,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Osiris Matos SP,5,1,0,1,0,0,0,1,1,0,0,0,1.000,1.000,1.000,2.000,0.1
Alex Hinshaw RP,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Pat Misch SP *,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Waldis Joaquin RP,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Merkin Valdez RP,48,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Dan Joseph Runzler RP,11,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5493,657,1411,275,43,122,612,2138,392,1158,78,.257,.309,.389,.699,
