Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Kevin Pillar CF *,156,595,82,157,37,3,21,87,263,18,86,14,.264,.293,.442,.735,0.0
Brandon Belt 1B,157,526,76,123,32,3,17,57,212,83,127,4,.234,.339,.403,.742,0.0
Brandon Crawford SS,147,500,58,114,24,2,11,59,175,53,117,3,.228,.304,.350,.654,0.0
Evan Longoria 3B,130,453,59,115,19,2,20,69,198,43,112,3,.254,.325,.437,.762,0.0
Buster Posey C,114,405,43,104,24,0,7,38,149,34,71,0,.257,.320,.368,.688,0.0
Mike Yastrzemski RF,107,371,64,101,22,3,21,55,192,32,107,2,.272,.334,.518,.852,0.0
Joe Panik 2B *,103,344,33,81,17,1,3,27,109,36,38,4,.235,.310,.317,.627,-0.5
Pablo Sandoval 3B,108,272,42,73,23,0,14,41,138,18,67,1,.268,.313,.507,.820,1.5
Steven Duggar CF,73,261,26,61,12,2,4,28,89,16,78,1,.234,.278,.341,.619,-0.1
Stephen Vogt C,99,255,30,67,24,2,10,40,125,20,66,3,.263,.314,.490,.804,0.0
Donovan Solano SS,81,215,27,71,13,1,4,23,98,10,49,0,.330,.360,.456,.815,0.0
Austin Slater RF,68,168,20,40,9,3,5,21,70,22,59,1,.238,.333,.417,.750,0.0
Alex Dickerson LF *,57,155,28,45,13,3,6,26,82,13,35,1,.290,.351,.529,.880,0.0
Tyler Austin 1B *,70,130,24,24,2,1,8,20,52,17,57,1,.185,.279,.400,.679,0.3
Mauricio Dubon SS *,28,104,12,29,5,0,4,9,46,5,19,3,.279,.312,.442,.754,0.4
Gerardo Parra CF *,30,86,8,17,3,0,1,6,23,8,18,2,.198,.278,.267,.546,0.2
Yangervis Solarte 3B,28,73,9,15,5,0,1,7,23,4,16,0,.205,.247,.315,.562,-0.2
Scooter Gennett 2B *,21,64,11,15,4,0,2,6,25,1,21,0,.234,.254,.391,.644,0.0
Madison Bumgarner SP,37,63,4,8,0,0,2,4,14,9,40,0,.127,.236,.222,.458,0.0
Mac Williamson LF *,15,51,3,6,1,0,1,7,10,5,18,2,.118,.211,.196,.407,-0.4
Joey Rickard RF *,26,50,4,14,2,0,1,4,19,4,17,1,.280,.333,.380,.713,0.0
Jeff Samardzija SP,29,50,1,6,2,0,0,1,8,0,30,0,.120,.120,.160,.280,0.0
Jaylin Davis RF,17,42,2,7,0,0,1,3,10,3,11,1,.167,.255,.238,.493,-0.4
Aramis Garcia C,18,42,5,6,1,0,2,5,13,4,21,0,.143,.217,.310,.527,-0.4
Tyler Beede SP,25,38,2,4,0,0,0,1,4,3,23,0,.105,.171,.105,.276,0.0
Erik Kratz C *,15,32,1,4,2,0,1,3,9,2,6,0,.125,.222,.281,.503,-0.3
Dereck Rodriguez SP,27,29,1,5,0,0,0,0,5,0,17,0,.172,.172,.172,.345,0.0
Shaun Anderson RP,28,25,0,2,1,0,0,0,3,0,19,0,.080,.115,.120,.235,0.0
Mike Gerber CF,12,24,0,1,1,0,0,0,2,2,15,0,.042,.115,.083,.199,-0.5
Cristhian Adames SS,10,22,1,7,1,0,0,2,8,2,8,0,.318,.375,.364,.739,0.1
Chris Shaw LF,16,18,0,1,0,0,0,0,1,2,8,0,.056,.150,.056,.206,-0.3
Drew Pomeranz RP *,19,17,0,0,0,0,0,0,0,0,13,0,.000,.000,.000,.000,-0.3
Corban Joseph 2B *,8,16,0,1,0,0,0,2,1,1,6,0,.063,.118,.063,.180,-0.2
Connor Joe 3B,8,15,1,1,0,0,0,0,1,1,5,0,.067,.125,.067,.192,-0.1
Zach Green 1B,8,14,1,2,1,0,0,1,3,2,6,0,.143,.250,.214,.464,-0.1
Derek Holland RP *,32,12,0,1,0,0,0,0,1,0,8,0,.083,.083,.083,.167,-0.1
Logan Webb SP,7,9,0,1,0,0,0,0,1,1,2,0,.111,.200,.111,.311,0.0
Michael Reed CF,4,8,0,0,0,0,0,0,0,0,6,0,.000,.000,.000,.000,-0.3
Abiatal Avelino 2B,4,7,0,2,0,0,0,1,2,1,3,0,.286,.375,.286,.661,0.0
Johnny Cueto SP,4,4,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Nick Vincent RP,18,3,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,0.0
Andrew Suarez SP,19,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Conner Menez SP,9,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jandel Gustave RP,23,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Will Smith RP,63,1,0,1,0,0,0,2,1,0,0,0,1.000,1.000,1.000,2.000,0.0
Trevor Gott RP,50,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Ty Blach SP,2,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Aaron Altherr RF *,1,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Fernando Abad RP,21,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Sam Coonrod SP,33,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Reyes Moronta RP,56,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5579,678,1332,300,26,167,655,2185,475,1435,47,.239,.304,.392,.696,
