Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Jason Bartlett LF,139,554,61,136,22,3,2,40,170,48,98,23,.245,.308,.307,.615,-0.3
Cameron Maybin LF,137,516,82,136,24,8,9,40,203,44,125,40,.264,.323,.393,.716,4.3
Orlando Hudson 3B,119,398,54,98,15,3,7,43,140,49,84,19,.246,.329,.352,.681,0.6
Chase Headley 3B,113,381,43,110,28,1,4,44,152,52,92,13,.289,.374,.399,.773,2.6
Ryan Ludwick LF *,101,378,42,90,18,0,11,64,141,32,87,1,.238,.301,.373,.674,-0.6
Will Venable RF,121,370,49,91,14,7,9,44,146,31,92,26,.246,.310,.395,.704,1.8
Chris Denorfia LF,111,307,38,85,13,2,5,19,117,28,49,11,.277,.337,.381,.718,0.8
Nick Hundley C,82,281,34,81,16,5,9,29,134,22,74,1,.288,.347,.477,.824,3.1
Alberto Gonzalez SS,102,247,18,53,10,2,1,32,70,13,37,1,.215,.256,.283,.539,0.0
Jesus Guzman 1B,76,247,33,77,22,2,5,44,118,22,43,9,.312,.369,.478,.847,1.7
Brad Hawpe 1B,62,195,19,45,10,0,4,19,67,19,68,0,.231,.301,.344,.645,-0.4
Rob Johnson C,67,179,9,34,6,1,3,16,51,14,58,3,.190,.259,.285,.544,-0.1
Kyle Blanks 1B,55,170,21,39,7,1,7,26,69,16,51,2,.229,.300,.406,.706,1.4
Logan Forsythe 1B,62,150,12,32,9,1,0,12,43,12,33,3,.213,.281,.287,.568,0.6
Jorge Cantú 3B,57,144,8,28,4,0,3,16,41,7,28,0,.194,.232,.285,.517,-0.9
Anthony Rizzo 1B,49,128,9,18,8,1,1,9,31,21,46,2,.141,.281,.242,.523,-0.4
Aaron Cunningham LF,52,90,12,16,6,1,3,9,33,9,17,1,.178,.257,.367,.624,0.1
Eric Patterson 2B,47,89,8,16,2,1,2,8,26,12,22,8,.180,.272,.292,.564,-0.3
Kyle Phillips C,36,76,9,13,3,0,2,10,22,8,19,0,.171,.259,.289,.548,0.0
Luis Martinez C,22,59,7,12,1,1,1,10,18,8,14,1,.203,.309,.305,.614,-0.1
Mat Latos SP,31,56,3,4,1,0,1,1,8,1,28,0,.071,.103,.143,.246,-0.3
Aaron Harang SP,28,56,3,5,1,0,0,1,6,0,23,0,.089,.089,.107,.196,-0.3
Tim Stauffer RP,32,54,2,8,0,0,0,6,8,1,19,0,.148,.161,.148,.309,0.1
James Darnell LF,18,45,2,10,2,0,1,7,15,5,7,1,.222,.294,.333,.627,-0.4
Andy Parrino 2B,24,44,3,8,1,0,0,4,9,9,17,1,.182,.327,.205,.532,0.6
Jeremy Hermida RF *,20,40,3,9,2,1,1,6,16,7,19,0,.225,.354,.400,.754,0.5
Blake Tekotte CF,19,34,1,6,1,1,0,1,9,4,21,2,.176,.263,.265,.528,-0.6
Cory Luebke RP,47,33,3,7,0,0,0,0,7,2,16,0,.212,.257,.212,.469,0.3
Dustin Moseley SP,20,29,0,4,0,0,0,0,4,1,11,0,.138,.167,.138,.305,0.0
Clayton Richard SP,20,28,0,3,1,0,0,2,4,1,12,0,.107,.138,.143,.281,-0.1
Wade LeBlanc SP,14,22,3,8,0,0,0,1,8,1,4,0,.364,.391,.364,.755,0.3
Everth Cabrera SS,2,8,1,1,0,0,0,0,1,1,3,2,.125,.222,.125,.347,-0.1
Anthony Bass RP,27,5,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Cedric Hunter LF,6,4,1,1,0,0,0,0,1,1,0,0,.250,.400,.250,.650,0.0
Heath Bell RP,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Luke Gregerson RP,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Pat Neshek RP,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Josh Spence RP,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Mike Adams RP *,49,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Chad Qualls RP,77,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jeff Fulchino RP *,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Erik Hamren RP,14,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brad Brach RP,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Ernesto Frieri RP,59,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Joe Thatcher RP,18,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Drew Carpenter SP *,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Evan Scribner RP,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Samuel Deduno RP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5417,593,1284,247,42,91,563,1888,501,1320,170,.237,.305,.349,.653,
