Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Eric Hosmer 1B,157,613,72,155,31,2,18,69,244,62,142,7,.253,.322,.398,.720,1.4
Freddy Galvis SS,162,602,62,149,31,5,13,67,229,45,147,8,.248,.299,.380,.680,2.3
Manuel Margot RF,141,477,50,117,26,8,8,51,183,32,88,11,.245,.292,.384,.675,1.5
Jose Pirela LF,146,438,54,109,23,2,5,32,151,30,89,6,.249,.300,.345,.645,-0.1
Hunter Renfroe RF,117,403,53,100,23,1,26,68,203,30,109,2,.248,.302,.504,.805,2.4
Christian Villanueva 3B,110,351,42,83,15,0,20,46,158,23,104,3,.236,.299,.450,.750,1.8
Travis Jankowski CF,117,347,45,90,12,3,4,17,120,37,73,24,.259,.332,.346,.678,1.1
Wil Myers RF,83,312,39,79,25,1,11,39,139,30,94,13,.253,.318,.446,.763,2.4
Austin Hedges C,91,303,29,70,14,2,14,37,130,21,90,3,.231,.282,.429,.711,1.4
Cory Spangenberg 3B,116,298,35,70,9,4,7,25,108,25,108,6,.235,.298,.362,.661,0.7
Franmil Reyes RF,87,261,36,73,9,0,16,31,130,24,80,0,.280,.340,.498,.838,1.6
Carlos Asuaje 2B,79,189,15,37,8,1,2,19,53,24,46,1,.196,.286,.280,.566,-0.7
A.J. Ellis C,66,151,19,41,8,0,1,15,52,26,37,0,.272,.378,.344,.722,0.3
Franchy Cordero CF,40,139,19,33,5,1,7,19,61,14,55,5,.237,.307,.439,.746,0.1
Raffy Lopez C,37,102,11,18,2,0,3,13,29,13,43,1,.176,.265,.284,.549,0.0
Matt Szczur CF,57,75,11,14,3,0,1,6,20,8,24,3,.187,.265,.267,.532,-0.3
Francisco Mejia C *,20,54,6,10,2,0,3,8,21,3,19,0,.185,.241,.389,.630,-0.1
Chase Headley 3B,27,52,2,6,1,0,0,4,7,6,20,0,.115,.233,.135,.368,-0.4
Luis Urias 3B,12,48,5,10,1,0,2,5,17,3,10,1,.208,.264,.354,.618,0.2
Clayton Richard SP,26,42,3,4,1,0,1,3,8,2,24,0,.095,.156,.190,.346,0.1
Tyson Ross SP *,23,38,1,6,0,0,0,3,6,1,16,1,.158,.175,.158,.333,0.0
Joey Lucchesi SP,24,34,2,2,0,0,0,1,2,4,21,0,.059,.154,.059,.213,-0.1
Eric Lauer SP,23,30,1,2,1,0,0,1,3,1,15,0,.067,.094,.100,.194,-0.1
Robbie Erlin RP,38,23,1,5,0,0,0,0,5,1,11,0,.217,.250,.217,.467,0.2
Bryan Mitchell SP,14,18,0,2,0,0,0,0,2,0,10,0,.111,.111,.111,.222,-0.1
Javy Guerra RP,13,16,2,2,0,0,0,1,2,3,9,0,.125,.263,.125,.388,0.0
Jacob Nix SP,9,15,0,0,0,0,0,0,0,0,11,0,.000,.000,.000,.000,-0.2
Jordan Lyles SP *,25,13,2,0,0,0,0,1,0,2,7,0,.000,.133,.000,.133,-0.1
Luis Perdomo RP,10,8,0,2,0,0,0,1,2,0,3,0,.250,.222,.250,.472,0.1
Matt Strahm RP,39,8,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,.000,-0.1
Brett Kennedy RP,6,8,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,.000,-0.1
Walker Lockett SP,4,4,0,0,0,0,0,0,0,1,4,0,.000,.200,.000,.200,0.0
Adam Cimber RP,38,4,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Kazuhisa Makita RP,25,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Kirby Yates RP,60,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jose Castillo RP,34,1,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,0.0
Kyle McGrath RP,4,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Phil Hughes RP,16,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brad Hand RP,39,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Tyler Webb RP,4,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Total,162,5486,617,1289,250,30,162,583,2085,471,1523,95,.235,.297,.380,.677,
