Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Chase Headley 3B,141,520,59,130,35,2,13,50,208,67,142,8,.250,.347,.400,.747,3.4
Jedd Gyorko 1B,125,486,62,121,26,0,23,63,216,33,123,1,.249,.301,.444,.745,2.2
Will Venable RF,151,481,64,129,22,8,22,53,233,29,118,22,.268,.312,.484,.796,3.2
Chris Denorfia LF,144,473,67,132,21,2,10,47,187,42,84,11,.279,.337,.395,.732,4.3
Everth Cabrera SS,95,381,54,108,15,5,4,31,145,41,69,37,.283,.355,.381,.736,2.8
Nick Hundley C,114,373,35,87,19,0,13,44,145,26,98,1,.233,.290,.389,.679,1.0
Alexi Amarista SS,146,368,35,87,14,4,5,32,124,22,57,4,.236,.282,.337,.619,0.0
Yonder Alonso 1B,97,334,34,94,11,0,6,45,123,32,47,6,.281,.341,.368,.710,1.2
Jesus Guzman 1B,126,288,33,65,17,0,9,35,109,27,79,3,.226,.297,.378,.675,0.0
Kyle Blanks 1B,88,280,31,68,14,0,8,35,106,21,85,1,.243,.305,.379,.684,0.6
Carlos Quentin LF,82,276,42,76,21,0,13,44,136,31,55,0,.275,.363,.493,.855,2.0
Logan Forsythe 1B,75,220,22,47,6,1,6,19,73,19,54,6,.214,.281,.332,.613,-0.1
Mark Kotsay LF,104,155,8,30,2,0,1,12,35,13,25,0,.194,.253,.226,.479,-1.7
Ronny Cedeno SS *,38,123,12,33,2,2,2,9,45,8,31,3,.268,.318,.366,.684,0.1
Yasmani Grandal C,28,88,13,19,8,0,1,9,30,18,18,0,.216,.352,.341,.693,0.5
Tommy Medica 1B,19,69,9,20,2,0,3,10,31,10,23,0,.290,.380,.449,.829,0.8
Rene Rivera C,23,67,4,17,3,1,0,7,22,2,16,0,.254,.268,.328,.596,0.5
Pedro Ciriaco SS *,23,63,5,15,1,1,1,4,21,3,10,6,.238,.284,.333,.617,-0.4
Eric Stults SP,37,61,2,10,1,0,1,4,14,0,21,0,.164,.177,.230,.407,0.3
Andrew Cashner SP,34,53,7,13,1,0,1,3,17,1,25,2,.245,.259,.321,.580,0.7
Cameron Maybin LF,14,51,7,8,1,0,1,5,12,4,9,4,.157,.232,.235,.467,-0.8
Jason Marquis SP,21,42,0,5,1,0,0,2,6,0,12,0,.119,.119,.143,.262,-0.1
John D Baker C,16,40,0,6,0,0,0,2,6,6,12,0,.150,.261,.150,.411,-0.1
Edinson Volquez SP *,27,34,3,4,1,0,1,4,8,1,20,0,.118,.143,.235,.378,0.1
Tyson Ross SP,36,33,0,6,0,0,0,0,6,0,18,0,.182,.182,.182,.364,0.0
Reymond Louis Fuentes OF,23,33,4,5,0,0,0,1,5,3,16,3,.152,.222,.152,.374,-0.2
Jaff Kyle Decker RF,13,26,3,4,0,0,1,2,7,3,4,0,.154,.233,.269,.503,-0.2
Ian Kennedy RP *,10,16,1,2,1,0,0,0,3,3,9,0,.125,.263,.188,.451,0.2
Robbie Erlin RP,11,16,0,1,0,0,0,1,1,1,5,0,.063,.118,.063,.180,-0.1
Clayton Richard SP,14,14,1,3,0,0,0,1,3,0,5,0,.214,.214,.214,.429,0.1
Chris Robinson C,8,12,1,2,0,0,1,3,5,0,3,0,.167,.167,.417,.583,0.0
Cody Ransom SS *,5,11,0,0,0,0,0,0,0,0,5,0,.000,.000,.000,.000,-0.2
Burch Smith RP,10,9,0,1,0,0,0,0,1,1,2,0,.111,.200,.111,.311,0.0
Tim Stauffer RP,43,8,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,.000,-0.1
Sean O'Sullivan SP,7,6,0,1,1,0,0,0,2,0,4,0,.167,.167,.333,.500,0.1
Thad Weber RP *,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Anthony Bass RP,24,2,0,0,0,0,0,1,0,0,1,0,.000,.000,.000,.000,0.0
Brad Boxberger RP,18,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Dale Thayer RP,69,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Luke Gregerson RP,73,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.1
Colt Hynes RP,22,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brad Brach RP,33,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Huston Street RP,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Joe Thatcher RP *,50,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Nick Vincent RP,45,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Miles Mikolas SP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Tommy Layne RP,14,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5517,618,1349,246,26,146,578,2085,467,1309,118,.245,.308,.378,.686,
