Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Brian Giles RF,158,604,87,159,37,1,14,83,240,104,60,9,.263,.374,.397,.771,3.1
Adrian Gonzalez 1B,156,570,83,173,38,1,24,82,285,52,113,0,.304,.362,.500,.862,2.8
Mike Cameron CF,141,552,88,148,34,9,22,83,266,71,142,25,.268,.355,.482,.837,4.1
Josh Barfield 2B,150,539,72,151,32,3,13,58,228,30,81,21,.280,.318,.423,.741,2.8
Dave Roberts LF,129,499,80,146,18,13,2,44,196,51,61,49,.293,.360,.393,.752,2.8
Khalil Greene SS,121,412,56,101,26,2,15,55,176,39,87,5,.245,.320,.427,.747,2.5
Mike Piazza C,126,399,39,113,19,1,22,68,200,34,66,0,.283,.342,.501,.843,2.8
Geoff Blum 3B,109,276,27,70,17,1,4,34,101,17,51,0,.254,.293,.366,.659,1.0
Vinny Castilla 3B *,72,254,24,59,10,0,4,23,81,9,46,0,.232,.260,.319,.579,-0.9
Mark Bellhorn 3B,115,253,26,48,11,2,8,27,87,32,90,0,.190,.285,.344,.629,0.8
Josh Bard C *,93,231,28,78,19,0,9,40,124,27,39,1,.338,.406,.537,.943,2.4
Eric Young LF *,56,128,19,26,5,0,3,13,40,13,16,8,.203,.281,.313,.593,-0.8
Todd Walker 1B *,44,124,18,35,6,1,3,13,52,17,11,2,.282,.366,.419,.786,0.8
Ben Johnson LF,58,120,19,30,5,2,4,12,51,14,36,3,.250,.333,.425,.758,0.3
Rob Bowen C,94,94,22,23,5,0,3,13,37,13,26,0,.245,.339,.394,.733,0.3
Russell Branyan 1B *,27,72,14,21,1,0,6,9,40,15,27,0,.292,.416,.556,.971,0.8
Terrmel Sledge LF,38,70,7,16,3,0,2,7,25,8,17,0,.229,.308,.357,.665,-0.2
Jake Peavy SP,32,60,6,10,3,0,2,9,19,1,19,0,.167,.180,.317,.497,0.4
Woody Williams SP,26,54,3,11,1,0,0,4,12,2,13,0,.204,.232,.222,.454,0.3
Chris Young SP,31,54,2,7,2,1,0,4,11,0,26,0,.130,.130,.204,.333,0.0
Clay Hensley SP,39,48,2,4,1,0,0,2,5,3,28,0,.083,.137,.104,.241,-0.1
Chan Ho Park RP,26,41,0,11,0,0,0,5,11,0,12,0,.268,.268,.268,.537,0.2
Manny Alexander SS,22,34,2,6,1,1,0,4,9,2,5,0,.176,.216,.265,.481,-0.2
Mike Thompson RP,19,25,2,4,0,0,0,0,4,1,12,0,.160,.192,.160,.352,0.1
Doug Mirabelli C *,14,22,1,4,1,0,0,0,5,4,5,0,.182,.308,.227,.535,-0.3
Paul McAnulty 1B,16,13,3,3,1,0,1,3,7,2,4,0,.231,.333,.538,.872,0.1
David Wells SP *,5,5,0,1,0,0,0,0,1,0,2,0,.200,.200,.200,.400,0.0
Ryan Klesko 1B,6,4,0,3,1,0,0,2,4,2,0,0,.750,.833,1.000,1.833,0.2
Dewon Brazelton SP,9,4,0,1,1,0,0,1,2,0,2,0,.250,.250,.500,.750,0.1
Jack Cust LF,4,3,1,1,0,0,0,0,1,0,1,0,.333,.333,.333,.667,0.0
Jon Knott LF,3,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,-0.1
Tim Stauffer RP,1,2,0,1,0,0,0,0,1,0,1,0,.500,.500,.500,1.000,0.0
Justin Leone 3B,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Linebrink RP,73,1,0,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,0.1
Jon Adkins RP,55,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Brian Sweeney RP,37,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Scott Cassidy RP,42,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Alan Embree RP,73,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Shawn Estes SP,1,1,0,0,0,0,0,0,0,1,0,0,.000,.500,.000,.500,0.0
Trevor Hoffman RP,65,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brian Sikorski RP *,13,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jim Brower RP *,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Rudy Seanez RP *,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Doug Brocail RP,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Williamson RP *,11,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Cla Meredith RP,45,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5576,731,1465,298,38,161,698,2322,564,1104,123,.263,.332,.416,.749,
