Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Eric Hosmer 1B,160,619,72,164,29,2,22,99,263,40,163,0,.265,.310,.425,.735,-0.3
Manny Machado 3B,156,587,81,150,21,2,32,85,271,65,128,5,.256,.334,.462,.796,3.1
Hunter Renfroe RF,140,440,64,95,19,1,33,64,215,46,154,5,.216,.289,.489,.778,2.6
Wil Myers RF,155,435,58,104,22,1,18,53,182,51,168,16,.239,.321,.418,.739,-0.3
Manuel Margot RF,151,398,59,93,19,3,12,37,154,38,88,20,.234,.304,.387,.691,1.8
Fernando Tatis Jr. SS,84,334,61,106,13,6,22,53,197,30,110,16,.317,.379,.590,.969,4.2
Franmil Reyes DH *,99,321,43,82,9,0,27,46,172,29,93,0,.255,.314,.536,.849,0.2
Austin Hedges C,102,312,28,55,9,0,11,36,97,27,109,1,.176,.252,.311,.563,-0.6
Greg Garcia 2B,134,311,52,77,13,4,4,31,110,53,83,0,.248,.364,.354,.718,1.4
Ian Kinsler 2B,87,258,28,56,12,0,9,22,95,19,54,2,.217,.278,.368,.646,-0.3
Josh Naylor LF,94,253,29,63,15,0,8,32,102,25,64,1,.249,.315,.403,.719,0.1
Francisco Mejia C,79,226,27,60,11,2,8,22,99,13,56,1,.265,.316,.438,.754,0.7
Luis Urias 3B,71,215,27,48,8,1,4,24,70,25,56,0,.223,.329,.326,.655,1.0
Ty France 3B,69,184,20,43,8,1,7,24,74,9,49,0,.234,.294,.402,.696,0.1
Nick Martini RF *,26,82,7,20,4,1,0,5,26,12,21,0,.244,.344,.317,.661,-0.1
Austin Allen C,34,65,4,14,4,0,0,3,18,6,21,0,.215,.282,.277,.559,-0.4
Joey Lucchesi SP,28,48,0,3,0,0,0,1,3,1,36,0,.063,.082,.063,.144,-0.4
Chris Paddack SP,25,42,3,5,0,0,0,2,5,0,19,0,.119,.119,.119,.238,-0.2
Eric Lauer SP,29,40,1,4,2,0,0,0,6,1,23,0,.100,.122,.150,.272,-0.2
Seth Mejias-Brean 3B,14,30,3,7,2,0,2,5,15,3,9,0,.233,.303,.500,.803,0.4
Cal Quantrill RP,21,25,1,2,0,0,0,1,2,1,6,0,.080,.115,.080,.195,0.0
Travis Jankowski CF,25,22,4,4,0,0,0,0,4,2,4,2,.182,.250,.182,.432,-0.1
Matt Strahm RP,45,21,1,6,2,0,0,1,8,2,12,0,.286,.348,.381,.729,0.4
Dinelson Lamet SP,13,21,1,3,0,0,0,0,3,0,11,0,.143,.143,.143,.286,-0.1
Alex Dickerson LF *,12,19,1,3,0,0,0,2,3,0,7,0,.158,.158,.158,.316,-0.3
Franchy Cordero CF,9,15,2,5,1,0,0,1,6,4,7,1,.333,.450,.400,.850,0.2
Nick Margevicius SP,17,15,1,3,0,0,0,0,3,0,7,0,.200,.200,.200,.400,0.1
Luis Torrens C,7,14,2,3,1,0,0,0,4,2,6,0,.214,.313,.286,.598,0.0
Luis Perdomo RP,44,7,0,1,0,0,0,1,1,0,2,0,.143,.143,.143,.286,0.0
Ronald Bolanos SP,5,5,1,0,0,0,0,1,0,0,4,0,.000,.000,.000,.000,-0.1
Jose Pirela LF *,2,5,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.2
Robbie Erlin RP,34,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
Phil Maton RP,18,4,0,1,0,0,0,1,1,0,2,0,.250,.250,.250,.500,0.0
Logan Allen SP,7,4,1,1,0,0,0,0,1,0,0,0,.250,.400,.250,.650,0.1
Garrett Richards SP,3,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Brad Wieck RP,28,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Craig Stammen RP,72,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Matt Wisler RP,18,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Gerardo Reyes RP,27,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Pedro Avila SP,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Adrian Morejon SP,4,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Miguel Diaz RP,5,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Total,162,5391,682,1281,224,24,219,652,2210,504,1581,70,.238,.308,.410,.718,
