Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Jimmy Rollins SS,142,567,87,152,22,2,16,63,226,58,59,30,.268,.338,.399,.736,2.4
Ryan Howard 1B,152,557,81,141,30,1,33,116,272,75,172,1,.253,.346,.488,.835,0.9
Raul Ibanez RF,144,535,65,131,31,1,20,84,224,33,106,2,.245,.289,.419,.707,-2.3
Shane Victorino RF,132,519,95,145,27,16,17,61,255,55,63,19,.279,.355,.491,.847,5.2
Placido Polanco 3B,122,469,46,130,14,0,5,50,159,42,44,3,.277,.335,.339,.674,1.7
Carlos Ruiz C,132,410,49,116,23,0,6,40,157,48,48,1,.283,.371,.383,.754,2.6
Chase Utley 2B,103,398,54,103,21,6,11,44,169,39,47,14,.259,.344,.425,.769,3.7
Wilson Valdez SS,99,273,39,68,14,4,1,30,93,18,41,3,.249,.294,.341,.634,-0.7
John Mayberry Jr. LF,104,267,37,73,17,1,15,49,137,26,55,8,.273,.341,.513,.854,1.6
Ben Francisco LF,100,250,24,61,10,1,6,34,91,33,42,4,.244,.340,.364,.704,-1.0
Michael Martinez 2B,88,209,25,41,5,2,3,24,59,18,35,3,.196,.258,.282,.540,-0.2
Hunter Pence RF *,54,207,35,67,12,2,11,35,116,26,38,1,.324,.394,.560,.954,2.2
Domonic Brown RF,56,184,28,45,10,1,5,19,72,25,35,3,.245,.333,.391,.725,-0.4
Brian Schneider C,41,125,11,22,4,0,2,9,32,11,35,0,.176,.246,.256,.502,-1.1
Ross Gload 1B,93,113,3,29,8,0,0,8,37,3,23,0,.257,.276,.327,.603,-0.3
Pete Orr 3B,46,96,7,21,3,0,0,4,24,6,19,3,.219,.279,.250,.529,-0.1
Cliff Lee SP,35,75,6,15,2,0,2,7,23,1,26,1,.200,.208,.307,.514,0.5
Roy Halladay SP,32,74,3,9,2,0,0,3,11,2,35,0,.122,.145,.149,.293,-0.2
Cole Hamels SP,33,69,2,11,0,1,0,3,13,3,33,0,.159,.194,.188,.383,-0.1
Vance Worley SP,25,45,4,10,1,0,0,5,11,1,14,0,.222,.239,.244,.484,0.2
Roy Oswalt SP,24,38,2,3,0,0,0,2,3,4,14,0,.079,.167,.079,.246,-0.1
Dane Sardinha C,15,32,8,7,1,0,0,1,8,10,13,0,.219,.419,.250,.669,0.1
Kyle Kendrick SP,35,24,1,5,0,0,0,0,5,2,9,0,.208,.269,.208,.478,0.1
John Bowker RF *,12,13,0,0,0,0,0,0,0,0,7,0,.000,.000,.000,.000,-0.3
Joe Blanton RP,11,11,1,2,0,0,0,2,2,0,3,0,.182,.182,.182,.364,0.0
Erik Kratz C,2,6,0,2,1,0,0,0,3,0,1,0,.333,.333,.500,.833,0.0
Brandon Moss RF,5,6,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,-0.1
David Herndon RP,45,4,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,-0.1
Danys Baez RP,29,2,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Michael Schwimer RP,12,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Justin De Fratus RP,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Ryan Madson RP,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Mathieson RP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Antonio Bastardo RP,64,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Drew Carpenter SP *,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Michael Stutes RP,57,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
J.C. Romero RP *,24,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Joe Savery RP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brad Lidge RP,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Mike Zagurski RP,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jose Contreras RP,17,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Juan Perez RP,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5579,713,1409,258,38,153,693,2202,539,1024,96,.253,.323,.395,.717,
