Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Ryan Howard 1B,162,610,105,153,26,4,48,146,331,81,199,1,.251,.339,.543,.881,1.5
Chase Utley 2B,159,607,113,177,41,4,33,104,325,64,104,14,.292,.380,.535,.915,8.8
Shane Victorino RF,146,570,102,167,30,8,14,58,255,45,69,36,.293,.352,.447,.799,4.2
Jimmy Rollins SS,137,556,76,154,38,9,11,59,243,58,55,47,.277,.349,.437,.786,5.3
Pat Burrell LF,157,536,74,134,33,3,33,86,272,102,136,0,.250,.367,.507,.875,2.1
Pedro Feliz 3B,133,425,43,106,19,2,14,58,171,33,54,0,.249,.302,.402,.705,0.4
Jayson Werth LF,134,418,73,114,16,3,24,67,208,57,119,20,.273,.363,.498,.861,3.6
Carlos Ruiz C,117,320,47,70,14,0,4,31,96,44,38,1,.219,.320,.300,.620,0.0
Geoff Jenkins RF,115,293,27,72,16,0,9,29,115,24,68,1,.246,.301,.392,.694,-0.2
Chris Coste C,98,274,28,72,17,0,9,36,116,16,51,0,.263,.325,.423,.748,0.6
Greg Dobbs 1B,128,226,30,68,14,1,9,40,111,11,40,3,.301,.333,.491,.824,0.7
Eric Bruntlett 3B,120,212,37,46,9,1,2,15,63,21,35,9,.217,.297,.297,.594,0.1
So Taguchi OF,88,91,18,20,5,1,0,9,27,8,14,3,.220,.283,.297,.580,-0.2
Cole Hamels SP,36,76,3,17,2,0,0,3,19,0,29,0,.224,.234,.250,.484,0.3
Brett Myers SP,31,58,3,4,1,0,0,1,5,4,19,0,.069,.129,.086,.215,-0.2
Jamie Moyer SP,33,51,4,4,1,0,0,1,5,7,19,0,.078,.190,.098,.288,0.0
Kyle Kendrick SP,32,50,3,5,1,0,0,2,6,3,24,0,.100,.151,.120,.271,-0.1
Adam Eaton P,23,28,1,5,2,0,0,1,7,5,6,0,.179,.303,.250,.553,0.3
Matt Stairs 1B *,16,17,4,5,1,0,2,5,12,1,3,0,.294,.316,.706,1.022,0.2
Joe Blanton RP *,13,16,0,1,0,0,0,1,1,0,10,0,.063,.059,.063,.121,-0.2
Mike Cervenak 3B,10,13,0,2,0,0,0,1,2,0,5,0,.154,.154,.154,.308,-0.1
Brad Harman 2B,6,10,1,1,1,0,0,1,2,1,1,0,.100,.182,.200,.382,-0.2
Chad Durbin RP,71,9,0,1,0,0,0,0,1,0,3,0,.111,.111,.111,.222,0.0
Tadahito Iguchi 2B *,4,7,0,2,1,0,0,0,3,0,0,0,.286,.286,.429,.714,0.0
J.A. Happ SP,8,7,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,.000,-0.1
Greg Golson RF,6,6,2,0,0,0,0,0,0,0,4,1,.000,.000,.000,.000,-0.2
T.J. Bohn OF,14,5,1,2,1,0,0,3,3,0,1,0,.400,.400,.600,1.000,0.3
Lou Marson C,1,4,2,2,0,0,1,2,5,0,2,0,.500,.500,1.250,1.750,0.1
Chris Snelling LF,4,4,1,2,1,0,1,1,6,0,0,0,.500,.500,1.500,2.000,0.2
Clay Condrey RP,56,3,1,1,1,0,0,0,2,0,2,0,.333,.333,.667,1.000,0.1
Ryan Madson RP,76,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Andy Tracy 1B,4,2,0,0,0,0,0,1,0,1,1,0,.000,.250,.000,.250,0.0
R.J. Swindle RP,3,2,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,0.0
Les Walrond RP,6,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Tom Gordon RP,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Rudy Seanez RP,42,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Drew Carpenter SP,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
J.C. Romero RP,81,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Brad Lidge RP,72,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Scott Eyre RP *,19,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5509,799,1407,291,36,214,762,2412,586,1117,136,.255,.332,.438,.770,
