Name,GP,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,AVG,OBP,SLG,OPS,WAR
Jimmy Rollins SS,156,628,85,165,42,6,8,62,243,54,113,20,.263,.320,.387,.707,2.6
Jim Thome DH,159,578,111,154,30,3,47,131,331,111,182,0,.266,.385,.573,.958,4.5
Bobby Abreu RF,158,577,99,173,35,1,20,101,270,109,126,22,.300,.409,.468,.877,5.2
Pat Burrell LF,146,522,57,109,31,4,21,64,211,72,142,0,.209,.309,.404,.713,0.4
Mike Lieberthal C,131,508,68,159,30,1,13,81,230,38,59,0,.313,.373,.453,.825,2.6
Marlon Byrd RF,135,495,86,150,28,4,7,45,207,44,94,11,.303,.366,.418,.784,3.1
Placido Polanco 3B,122,492,87,142,30,3,14,63,220,42,38,14,.289,.352,.447,.799,4.5
Tomas Perez 2B,125,298,39,79,18,1,5,33,114,23,54,0,.265,.316,.383,.698,-0.5
David Bell 3B,85,297,32,58,14,0,4,37,84,41,40,0,.195,.296,.283,.579,0.0
Ricky Ledee LF,121,255,37,63,15,2,13,46,121,34,59,0,.247,.334,.475,.809,0.2
Chase Utley 2B,43,134,13,32,10,1,2,21,50,11,22,2,.239,.322,.373,.696,0.2
Todd Pratt C,43,125,16,34,10,1,4,20,58,22,38,0,.272,.400,.464,.864,0.9
Jason Michaels LF,76,109,20,36,11,0,5,17,62,15,22,0,.330,.416,.569,.985,1.4
Tyler Houston 3B,54,97,7,27,6,0,2,14,39,6,19,0,.278,.320,.402,.722,0.3
Nick Punto 2B,64,92,14,20,2,0,1,4,25,7,22,2,.217,.273,.272,.544,0.2
Randy Wolf SP,33,70,9,14,6,0,0,11,20,5,22,0,.200,.250,.286,.536,0.6
Kevin Millwood SP,35,68,4,4,2,0,0,1,6,5,34,0,.059,.123,.088,.212,-0.3
Vicente Padilla RP,32,67,1,4,0,0,0,1,4,6,34,0,.060,.149,.060,.208,-0.3
Brett Myers SP,33,62,3,9,1,0,0,1,10,2,18,0,.145,.172,.161,.333,-0.1
Brandon Duckworth SP,24,27,1,5,0,0,0,2,5,2,5,0,.185,.241,.185,.427,0.1
Amaury Telemaco RP,8,14,1,4,3,0,0,0,7,0,4,0,.286,.286,.500,.786,0.2
Carlos Silva SP,62,9,0,2,1,0,0,1,3,0,2,0,.222,.222,.333,.556,0.0
Kelly Stinnett C *,7,7,0,3,0,0,0,0,3,1,1,0,.429,.500,.429,.929,0.1
Joe Roa RP *,6,4,0,1,0,0,0,1,1,0,2,0,.250,.250,.250,.500,0.0
Rheal Cormier RP,65,2,1,1,0,0,0,0,1,1,0,0,.500,.667,.500,1.167,0.1
Turk Wendell RP,56,2,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,0.0
Hector Mercado RP,13,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
Travis Chapman 3B,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
Terry Adams RP,66,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,0.0
Josh Hancock RP,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Anderson Machado SS,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
Ryan Madson RP,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Jose Mesa RP,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Mike Williams RP *,28,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Dan Plesac RP,58,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Geoff Geary RP,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Eric Junge SP,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Valerio De Los Santos RP *,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
Total,162,5543,791,1448,325,27,166,757,2325,651,1155,72,.261,.343,.419,.762,
